,strSubID,strHourAvg,strValueAvg
0,371,5,5
1,12118,--,--
2,12119,--,--
3,12120,--,--
4,12494,6,6
5,18020,1,1
6,2,0,0
7,364,1,1
8,368,2,2
9,12493,--,0
10,12495,0,0
11,12572,1,1
12,15040,1,1
13,15041,3,3
14,15042,2,2
15,15043,3,3
16,15044,1,1
17,15045,2,2
18,15046,2,2
19,15047,2,2
20,15048,1,1
21,5,1,1
22,363,2,2
23,15049,2,2
24,15050,3,3
25,15058,1,1
26,15059,1,1
27,15060,2,2
28,15061,2,2
29,15062,1,1
30,15063,1,1
31,15064,1,1
32,15065,1,1
33,15066,3,3
34,15067,2,2
35,15068,5,5
36,15069,1,1
37,15070,2,2
38,15071,1,1
39,4,2,2
40,7,1,1
41,12492,1,1
42,12792,2,2
43,15072,4,4
44,15073,1,1
45,15074,2,2
46,15075,3,3
47,15076,1,1
48,15077,1,1
49,15078,2,2
50,15079,2,2
51,15080,1,1
52,15081,4,4
53,15082,1,1
54,15083,2,2
55,1,4,4
56,362,3,3
57,15084,3,3
58,15085,2,2
59,15086,2,2
60,15087,3,3
61,15088,1,1
62,15089,4,4
63,15090,4,4
64,15095,2,2
65,15096,3,3
66,15097,2,2
67,15099,2,2
68,18821,4,4
69,18966,2,2
70,3,1,1
71,366,2,2
72,12573,1,1
73,15100,2,2
74,15101,2,2
75,15102,1,1
76,15103,3,3
77,15104,2,2
78,15105,1,1
79,15106,1,1
80,15107,1,1
81,15108,2,2
82,16503,1,1
83,16504,3,3
84,8,2,2
85,12672,5,5
86,15109,1,1
87,15110,2,2
88,15111,4,4
89,15112,3,3
90,15113,4,4
91,15114,4,4
92,15115,2,2
93,15116,3,3
94,6,3,3
95,365,1,1
96,15166,1,1
97,15167,3,3
98,15169,2,2
99,17700,1,1
100,12110,114,114
101,12111,2,2
102,12112,4,4
103,12113,2,2
104,12117,1,1
105,12153,1,1
106,12155,--,--
107,13271,1,1
108,13272,1,1
109,13275,1,1
110,13276,2,2
111,13277,4,4
112,13278,1,1
113,12115,1,1
114,12116,2,2
115,12152,--,--
116,13273,0,0
117,13274,2,2
118,15098,4,4
119,15146,2,2
120,15148,3,3
121,12154,0,0
122,12578,1,1
123,15140,2,2
124,15141,3,3
125,15142,2,2
126,15143,2,2
127,15144,3,3
128,15145,2,2
129,12574,2,2
130,15149,2,2
131,15150,3,3
132,15151,3,3
133,15152,3,3
134,16500,4,4
135,12576,1,1
136,12577,2,2
137,15153,1,1
138,15154,3,3
139,15155,2,2
140,15156,4,4
141,15157,5,5
142,15160,3,3
143,15161,4,4
144,15162,2,2
145,15163,1,1
146,15164,1,1
147,15165,5,5
148,15055,1,1
149,15056,1,1
150,15057,3,3
151,9929,2,2
152,9930,1,1
153,15117,1,1
154,15118,3,3
155,15119,2,2
156,15120,2,2
157,15121,2,2
158,15122,0,0
159,15129,4,4
160,15130,4,4
161,15131,3,3
162,15132,3,3
163,15133,2,2
164,15134,4,4
165,15135,2,2
166,15136,2,2
167,15137,2,2
168,15138,2,2
169,15139,1,1
