,strSubID,strHourAvg,strValueAvg
0,371,30,30
1,12118,--,--
2,12119,--,--
3,12120,--,--
4,12494,78,78
5,18020,63,63
6,2,44,44
7,364,46,46
8,12493,58,58
9,12495,57,57
10,12572,53,53
11,15040,57,57
12,15041,46,46
13,15042,67,67
14,15043,51,51
15,15044,50,50
16,15045,63,63
17,15046,66,66
18,15047,53,53
19,15048,54,54
20,5,35,35
21,363,42,42
22,15049,59,59
23,15050,52,52
24,15058,46,46
25,15059,57,57
26,15060,49,49
27,15061,60,60
28,15062,54,54
29,15063,49,49
30,15064,64,64
31,15065,60,60
32,15066,34,34
33,15067,56,56
34,15068,51,51
35,15069,54,54
36,15070,61,61
37,15071,66,66
38,7,48,48
39,12492,90,90
40,12792,56,56
41,15072,59,59
42,15073,59,59
43,15074,59,59
44,15075,64,64
45,15076,61,61
46,15077,60,60
47,15078,60,60
48,15079,64,64
49,15080,58,58
50,15081,86,86
51,15082,68,68
52,15083,51,51
53,1,48,48
54,15084,52,52
55,15085,61,61
56,15086,55,55
57,15087,55,55
58,15088,59,59
59,15089,55,55
60,15090,60,60
61,15095,66,66
62,15097,80,80
63,15099,77,77
64,18821,69,69
65,18966,67,67
66,20300,--,--
67,3,45,45
68,366,45,45
69,12573,34,34
70,15100,50,50
71,15101,56,56
72,15102,70,70
73,15103,70,70
74,15104,73,73
75,15105,56,56
76,15106,62,62
77,15107,59,59
78,15108,72,72
79,16503,60,60
80,16504,49,49
81,8,33,33
82,15109,53,53
83,15110,55,55
84,15111,52,52
85,15112,36,36
86,15113,70,70
87,15114,64,64
88,15115,52,52
89,15116,69,69
90,6,33,33
91,365,50,50
92,15166,56,56
93,15167,70,70
94,15169,57,57
95,17700,45,45
96,12110,86,86
97,12111,57,57
98,12112,59,59
99,12113,63,63
100,12153,61,61
101,12154,67,67
102,13271,62,62
103,13272,56,56
104,13275,55,55
105,13276,56,56
106,13277,60,60
107,13278,206,206
108,12115,55,55
109,12116,68,68
110,12152,73,73
111,13273,58,58
112,13274,57,57
113,15098,68,68
114,15146,65,65
115,15147,82,82
116,15148,60,60
117,12578,62,62
118,12579,56,56
119,15140,66,66
120,15141,56,56
121,15142,52,52
122,15143,50,50
123,15144,74,74
124,15145,71,71
125,12574,52,52
126,12575,55,55
127,15149,61,61
128,15150,63,63
129,15151,75,75
130,15152,69,69
131,16500,57,57
132,12576,71,71
133,12577,75,75
134,15153,84,84
135,15154,73,73
136,15155,74,74
137,15156,68,68
138,15157,69,69
139,15160,70,70
140,15161,71,71
141,15162,73,73
142,15163,79,79
143,15164,87,87
144,15165,59,59
145,15055,76,76
146,15056,67,67
147,15057,65,65
148,9929,65,65
149,9930,72,72
150,15117,43,43
151,15118,44,44
152,15119,58,58
153,15120,44,44
154,15121,53,53
155,15122,63,63
156,15129,59,59
157,15130,47,47
158,15131,53,53
159,15132,48,48
160,15133,35,35
161,15134,73,73
162,15135,59,59
163,15136,62,62
164,15137,59,59
165,15138,69,69
166,15139,66,66
