,strSubID,strHourAvg,strValueAvg
0,12118,北_0,北_0
1,12495,北_0,北_0
2,15046,西北_2,西北_2
3,363,南_2,南_2
4,15049,南_2,南_2
5,15059,西南_1,西南_1
6,15074,南_2,南_2
7,15082,西南_1,西南_1
8,15086,西南_1,西南_1
9,15097,南_1,南_1
10,18966,南_1,南_1
11,16504,西南_1,西南_1
12,15112,南_4,南_4
13,15113,东_2,东_2
14,12110,北_1,北_1
15,12112,东北_1,东北_1
16,12152,南_0,南_0
17,13274,东北_0,东北_0
18,12577,东南_1,东南_1
19,15160,南_1,南_1
20,15057,北_1,北_1
21,15121,东_2,东_2
22,15131,南_2,南_2
23,15133,东南_1,东南_1
24,15135,东南_2,东南_2
25,15137,西南_1,西南_1
26,15138,南_2,南_2
27,15047,西南_2,西南_2
28,15048,西_1,西_1
29,15065,西南_1,西南_1
30,15067,西南_1,西南_1
31,15072,南_3,南_3
32,15075,西北_2,西北_2
33,15080,北_0,北_0
34,18821,西北_3,西北_3
35,15108,东南_2,东南_2
36,8,西_1,西_1
37,15169,西南_1,西南_1
38,13272,北_0,北_0
39,13275,东北_0,东北_0
40,12115,东南_0,东南_0
41,15147,东南_0,东南_0
42,15140,南_2,南_2
43,15165,西南_2,西南_2
44,15118,东南_1,东南_1
45,15134,西北_3,西北_3
46,12119,北_0,北_0
47,364,西_0,西_0
48,15064,南_1,南_1
49,15089,东南_3,东南_3
50,15090,西南_3,西南_3
51,3,西_1,西_1
52,15104,西南_1,西南_1
53,15105,西南_1,西南_1
54,15107,东南_1,东南_1
55,15116,东南_4,东南_4
56,6,西南_2,西南_2
57,12117,东北_2,东北_2
58,13278,西_0,西_0
59,12578,东_1,东_1
60,15142,南_2,南_2
61,12574,南_1,南_1
62,15149,南_0,南_0
63,15150,南_1,南_1
64,15152,西南_2,西南_2
65,16500,东南_2,东南_2
66,15117,东_1,东_1
67,15119,南_2,南_2
68,15132,南_2,南_2
69,12120,北_0,北_0
70,12494,南_6,南_6
71,5,西北_1,西北_1
72,15050,南_2,南_2
73,15069,西南_1,西南_1
74,15071,西南_1,西南_1
75,15077,西_1,西_1
76,15078,南_1,南_1
77,1,西北_3,西北_3
78,15084,西南_2,西南_2
79,15102,西_1,西_1
80,12153,东_0,东_0
81,13276,西北_0,西北_0
82,13273,西北_0,西北_0
83,15146,西南_0,西南_0
84,15148,南_1,南_1
85,15141,东南_3,东南_3
86,15151,南_1,南_1
87,15156,南_2,南_2
88,371,西南_6,西南_6
89,18020,西_0,西_0
90,2,北_0,北_0
91,15044,西南_1,西南_1
92,15060,西南_2,西南_2
93,15061,南_1,南_1
94,12792,南_1,南_1
95,15073,西南_1,西南_1
96,15083,东_1,东_1
97,15087,西南_2,西南_2
98,15095,西南_2,西南_2
99,366,南_1,南_1
100,12573,西南_6,西南_6
101,15101,西南_2,西南_2
102,15103,西_2,西_2
103,16503,西_1,西_1
104,15109,南_1,南_1
105,15114,西南_3,西南_3
106,15115,东南_1,东南_1
107,15166,东_0,东_0
108,12113,东_0,东_0
109,13277,西_1,西_1
110,15143,南_2,南_2
111,15162,西南_1,西南_1
112,15163,东_2,东_2
113,15056,东_2,东_2
114,9929,南_1,南_1
115,15122,东南_3,东南_3
116,15129,南_1,南_1
117,15136,南_2,南_2
118,15058,东北_1,东北_1
119,15062,西南_2,西南_2
120,15070,西南_2,西南_2
121,7,南_1,南_1
122,12492,西南_1,西南_1
123,15085,西南_1,西南_1
124,15100,西_2,西_2
125,12672,西南_4,西南_4
126,15110,东南_2,东南_2
127,12111,北_0,北_0
128,15157,东南_1,东南_1
129,15161,西南_1,西南_1
130,15164,南_0,南_0
131,15055,东南_2,东南_2
132,15120,南_2,南_2
133,12572,东_1,东_1
134,15040,西_1,西_1
135,15076,东北_1,东北_1
136,15081,南_3,南_3
137,15088,东北_0,东北_0
138,15099,西_1,西_1
139,15111,南_3,南_3
140,17700,西_2,西_2
141,15098,东_2,东_2
142,15153,西_0,西_0
143,15139,南_1,南_1
144,15041,南_2,南_2
145,15042,西_1,西_1
146,15043,南_2,南_2
147,15045,西南_2,西南_2
148,15063,西_1,西_1
149,15066,西南_2,西南_2
150,15068,南_3,南_3
151,15079,南_2,南_2
152,15106,东_0,东_0
153,365,西_1,西_1
154,15167,东南_1,东南_1
155,12154,北_0,北_0
156,13271,东_0,东_0
157,12116,西_0,西_0
158,15144,南_2,南_2
159,15145,东北_1,东北_1
160,12575,东南_0,东南_0
161,15154,南_2,南_2
162,15155,西南_0,西南_0
163,15130,东南_1,东南_1
