,strSubID,strHourAvg,strValueAvg
0,371,1,1
1,12118,--,--
2,12119,--,--
3,12120,--,--
4,12494,1,1
5,18020,0,0
6,2,0,0
7,364,1,1
8,368,1,1
9,12493,0,0
10,12495,0,0
11,12572,0,0
12,15040,1,1
13,15041,0,0
14,15042,0,0
15,15043,0,0
16,15044,0,0
17,15045,1,1
18,15046,1,1
19,15047,1,1
20,15048,0,0
21,5,0,0
22,363,2,2
23,15049,0,0
24,15050,1,1
25,15058,1,1
26,15059,0,0
27,15060,1,1
28,15061,0,0
29,15062,0,0
30,15063,0,0
31,15064,0,0
32,15065,0,0
33,15066,0,0
34,15067,0,0
35,15068,2,2
36,15069,0,0
37,15070,1,1
38,15071,1,1
39,7,0,0
40,12492,0,0
41,12792,1,1
42,15072,0,0
43,15073,0,0
44,15074,1,1
45,15075,0,0
46,15076,0,0
47,15077,0,0
48,15078,1,1
49,15079,1,1
50,15080,0,0
51,15081,1,1
52,15082,1,1
53,15083,1,1
54,1,0,0
55,15084,0,0
56,15085,0,0
57,15086,0,0
58,15087,0,0
59,15088,0,0
60,15089,0,0
61,15090,1,1
62,15095,0,0
63,15097,1,1
64,15099,0,0
65,18821,0,0
66,18966,0,0
67,20300,--,--
68,3,0,0
69,366,1,1
70,12573,1,1
71,15100,1,1
72,15101,0,0
73,15102,1,1
74,15103,1,1
75,15104,1,1
76,15105,1,1
77,15106,0,0
78,15107,0,0
79,15108,1,1
80,16503,1,1
81,16504,0,0
82,8,1,1
83,15109,1,1
84,15110,1,1
85,15111,2,2
86,15112,1,1
87,15113,2,2
88,15114,3,3
89,15115,1,1
90,15116,1,1
91,6,1,1
92,365,0,0
93,15166,0,0
94,15167,1,1
95,15169,1,1
96,17700,0,0
97,12110,0,0
98,12111,1,1
99,12112,1,1
100,12113,0,0
101,12114,0,0
102,12117,0,0
103,12153,0,0
104,12154,0,0
105,13271,0,0
106,13272,0,0
107,13275,0,0
108,13276,0,0
109,13277,0,--
110,13278,1,1
111,12115,0,0
112,12152,1,1
113,13273,0,0
114,13274,0,0
115,15098,2,2
116,15146,0,0
117,15147,0,0
118,15148,0,0
119,12578,1,1
120,12579,2,2
121,15140,2,2
122,15141,2,2
123,15142,1,1
124,15143,0,0
125,15144,1,1
126,15145,1,1
127,12574,1,1
128,12575,0,0
129,15149,1,1
130,15150,1,1
131,15151,2,2
132,15152,2,2
133,16500,0,0
134,12576,1,1
135,12577,1,1
136,15153,0,0
137,15154,1,1
138,15155,1,1
139,15156,2,2
140,15157,1,1
141,15160,2,2
142,15161,2,2
143,15162,1,1
144,15163,3,3
145,15164,1,1
146,15165,2,2
147,15055,1,1
148,15056,1,1
149,15057,1,1
150,9929,0,0
151,9930,0,0
152,15117,1,1
153,15118,1,1
154,15119,1,1
155,15120,1,1
156,15121,3,3
157,15122,2,2
158,15129,1,1
159,15130,2,2
160,15131,1,1
161,15132,1,1
162,15133,1,1
163,15134,2,2
164,15135,1,1
165,15136,1,1
166,15137,1,1
167,15138,1,1
168,15139,1,1
