,strSubID,strHourAvg,strValueAvg
0,12493,西_2,西_2
1,15045,西北_3,西北_3
2,12492,西北_1,西北_1
3,15080,西_2,西_2
4,15081,西北_4,西北_4
5,15086,西北_3,西北_3
6,18966,西南_2,西南_2
7,3,西北_2,西北_2
8,366,西北_4,西北_4
9,15105,西_2,西_2
10,16503,西_3,西_3
11,15110,西北_5,西北_5
12,15166,西北_2,西北_2
13,15169,西_2,西_2
14,13278,西北_3,西北_3
15,15098,西_5,西_5
16,15154,北_6,北_6
17,15155,北_4,北_4
18,15157,西北_5,西北_5
19,15160,北_5,北_5
20,15120,北_3,北_3
21,15129,东北_2,东北_2
22,15040,北_2,北_2
23,15043,西_2,西_2
24,15089,东南_2,东南_2
25,15090,西北_3,西北_3
26,20300,北_0,北_0
27,12110,西_4,西_4
28,12111,北_3,北_3
29,12112,西北_3,西北_3
30,13273,北_2,北_2
31,15146,西北_5,西北_5
32,15143,北_5,北_5
33,16500,西北_5,西北_5
34,15153,北_2,北_2
35,9929,西北_1,西北_1
36,15117,西北_3,西北_3
37,15121,西北_3,西北_3
38,15134,东北_2,东北_2
39,15137,西北_2,西北_2
40,15046,北_3,北_3
41,15059,西北_2,西北_2
42,15067,西北_2,西北_2
43,15070,西_2,西_2
44,7,西_2,西_2
45,15075,东北_1,东北_1
46,15078,西北_2,西北_2
47,15104,西北_2,西北_2
48,15106,西北_3,西北_3
49,15111,北_3,北_3
50,15115,西_2,西_2
51,12113,西北_3,西北_3
52,12114,西北_3,西北_3
53,13272,西_2,西_2
54,13276,西北_3,西北_3
55,13274,西北_2,西北_2
56,12575,南_1,南_1
57,15162,北_4,北_4
58,15165,西北_4,西北_4
59,15132,西北_3,西北_3
60,15136,北_5,北_5
61,371,西北_4,西北_4
62,18020,北_1,北_1
63,12495,西北_1,西北_1
64,15041,西_1,西_1
65,15042,西北_2,西北_2
66,15047,西北_3,西北_3
67,15062,西北_4,西北_4
68,15068,西北_4,西北_4
69,12792,北_1,北_1
70,15079,西北_2,西北_2
71,15083,北_4,北_4
72,1,东北_2,东北_2
73,15088,西_3,西_3
74,15097,西_2,西_2
75,18821,西北_1,西北_1
76,12573,西北_5,西北_5
77,6,西北_2,西北_2
78,17700,西北_2,西北_2
79,12153,西北_2,西北_2
80,12154,西北_2,西北_2
81,13271,西北_3,西北_3
82,15147,西北_2,西北_2
83,15140,西北_5,西北_5
84,15145,北_6,北_6
85,12574,西北_1,西北_1
86,15131,西北_2,西北_2
87,15139,北_1,北_1
88,12119,北_0,北_0
89,12494,西北_2,西北_2
90,368,西北_2,西北_2
91,15044,西北_4,西北_4
92,15065,西北_1,西北_1
93,15073,西南_1,西南_1
94,15085,西北_3,西北_3
95,15100,西北_2,西北_2
96,12672,北_5,北_5
97,15114,北_4,北_4
98,15150,西北_5,西北_5
99,15163,西_7,西_7
100,15048,西北_1,西北_1
101,15049,西北_2,西北_2
102,15066,西北_2,西北_2
103,15071,西北_3,西北_3
104,15074,西北_2,西北_2
105,15084,西北_2,西北_2
106,15087,西北_2,西北_2
107,15099,西北_2,西北_2
108,16504,西北_3,西北_3
109,8,西_6,西_6
110,13275,西北_3,西北_3
111,13277,西_3,西_3
112,12116,北_2,北_2
113,15148,西北_2,西北_2
114,15142,西北_2,西北_2
115,15152,东北_6,东北_6
116,15156,西北_7,西北_7
117,15164,西北_4,西北_4
118,15055,西_2,西_2
119,15122,西_5,西_5
120,15130,西北_3,西北_3
121,15133,西北_4,西北_4
122,15138,西北_3,西北_3
123,2,北_0,北_0
124,12572,西_1,西_1
125,5,西北_1,西北_1
126,363,北_1,北_1
127,15060,西北_2,西北_2
128,15061,西北_2,西北_2
129,15063,西北_2,西北_2
130,15064,北_2,北_2
131,15069,西_1,西_1
132,15072,西_2,西_2
133,15076,西北_1,西北_1
134,15095,西北_3,西北_3
135,15101,北_2,北_2
136,15102,北_3,北_3
137,15107,西北_3,西北_3
138,15108,西北_4,西北_4
139,15109,西北_2,西北_2
140,12579,北_3,北_3
141,15141,西北_3,西北_3
142,15149,西北_4,西北_4
143,15151,西北_7,西北_7
144,15056,西_6,西_6
145,15057,西_2,西_2
146,9930,西北_2,西北_2
147,15119,西北_3,西北_3
148,15135,西北_2,西北_2
149,12118,北_0,北_0
150,12120,北_0,北_0
151,15050,西北_4,西北_4
152,15058,西北_2,西北_2
153,15077,西_1,西_1
154,15082,西_2,西_2
155,15103,西北_1,西北_1
156,15112,西_4,西_4
157,15113,西北_6,西北_6
158,15116,西北_4,西北_4
159,365,西北_1,西北_1
160,15167,西北_3,西北_3
161,12117,西_4,西_4
162,12115,北_2,北_2
163,15144,北_5,北_5
164,15161,北_4,北_4
165,15118,西_4,西_4
