,strSubID,strHourAvg,strValueAvg
0,371,5,5
1,12118,--,--
2,12119,--,--
3,12120,--,--
4,12494,8,8
5,18020,10,10
6,2,13,13
7,364,10,10
8,368,12,12
9,12493,--,0
10,12495,10,10
11,12572,15,15
12,15040,13,13
13,15041,11,11
14,15042,12,12
15,15043,12,12
16,15044,10,10
17,15045,12,12
18,15046,12,12
19,15047,12,12
20,15048,11,11
21,5,12,12
22,363,11,11
23,15049,11,11
24,15050,11,11
25,15058,12,12
26,15059,12,12
27,15060,12,12
28,15061,12,12
29,15062,12,12
30,15063,12,12
31,15064,11,11
32,15065,9,9
33,15066,10,10
34,15067,12,12
35,15068,13,13
36,15069,11,11
37,15070,12,12
38,15071,11,11
39,4,13,13
40,7,11,11
41,12492,10,10
42,12792,11,11
43,15072,12,12
44,15073,12,12
45,15074,12,12
46,15075,12,12
47,15076,12,12
48,15077,11,11
49,15078,12,12
50,15079,12,12
51,15080,13,13
52,15081,11,11
53,15082,12,12
54,15083,12,12
55,1,13,13
56,362,12,12
57,15084,13,13
58,15085,14,14
59,15086,13,13
60,15087,13,13
61,15088,12,12
62,15089,13,13
63,15090,12,12
64,15095,13,13
65,15096,12,12
66,15097,12,12
67,15099,11,11
68,18821,12,12
69,18966,13,13
70,3,13,13
71,366,11,11
72,15100,12,12
73,15101,12,12
74,15102,12,12
75,15103,13,13
76,15104,12,12
77,15105,8,8
78,15106,12,12
79,15107,11,11
80,15108,11,11
81,16503,12,12
82,16504,12,12
83,8,13,13
84,12672,12,12
85,15109,11,11
86,15110,11,11
87,15111,11,11
88,15112,11,11
89,15113,10,10
90,15114,8,8
91,15115,11,11
92,15116,11,11
93,6,12,12
94,365,10,10
95,15166,11,11
96,15167,11,11
97,15169,10,10
98,17700,12,12
99,12110,11,11
100,12111,11,11
101,12112,11,11
102,12113,10,10
103,12117,9,9
104,12153,11,11
105,12155,--,--
106,13271,8,8
107,13272,10,10
108,13275,10,10
109,13276,11,11
110,13278,10,10
111,12115,10,10
112,12116,10,10
113,12152,--,--
114,13273,10,10
115,13274,10,10
116,15098,11,11
117,15146,11,11
118,15147,7,7
119,15148,11,11
120,12154,11,11
121,12578,10,10
122,12579,10,10
123,15140,10,10
124,15141,10,10
125,15142,8,8
126,15143,8,8
127,15144,12,12
128,15145,10,10
129,12574,11,11
130,12575,10,10
131,15149,11,11
132,15150,11,11
133,15151,11,11
134,15152,11,11
135,16500,12,12
136,12576,12,12
137,12577,10,10
138,15153,9,9
139,15154,11,11
140,15155,9,9
141,15156,11,11
142,15157,11,11
143,15160,10,10
144,15161,12,12
145,15162,11,11
146,15163,9,9
147,15164,9,9
148,15165,11,11
149,15055,9,9
150,15056,11,11
151,15057,10,10
152,9929,10,10
153,9930,9,9
154,15117,11,11
155,15118,11,11
156,15119,10,10
157,15120,9,9
158,15121,11,11
159,15122,8,8
160,15129,11,11
161,15130,10,10
162,15131,11,11
163,15132,10,10
164,15133,10,10
165,15134,8,8
166,15135,11,11
167,15136,11,11
168,15137,10,10
169,15138,11,11
170,15139,11,11
