,strSubID,strHourAvg,strValueAvg
0,12118,--,--
1,12119,--,--
2,12120,--,--
3,12494,1,1
4,18020,0,0
5,2,0,0
6,364,1,1
7,368,1,1
8,12493,--,0
9,12495,0,0
10,12572,0,0
11,15040,0,0
12,15041,1,1
13,15042,0,0
14,15043,1,1
15,15044,0,0
16,15045,0,0
17,15046,1,1
18,15048,0,0
19,5,0,0
20,363,2,2
21,15049,1,1
22,15050,2,2
23,15058,1,1
24,15059,1,1
25,15060,1,1
26,15061,1,1
27,15062,1,1
28,15063,1,1
29,15064,0,0
30,15065,0,0
31,15066,1,1
32,15067,0,0
33,15068,1,1
34,15069,0,0
35,15070,1,1
36,15071,0,0
37,4,1,1
38,7,0,0
39,12492,1,1
40,12792,0,0
41,15072,1,1
42,15073,0,0
43,15074,0,0
44,15075,1,1
45,15076,0,0
46,15077,0,0
47,15078,1,1
48,15079,0,0
49,15080,1,1
50,15081,1,1
51,15082,1,1
52,15083,1,1
53,1,1,1
54,362,1,1
55,15084,0,0
56,15085,1,1
57,15086,0,0
58,15087,1,1
59,15088,0,0
60,15089,2,2
61,15090,1,1
62,15095,1,1
63,15096,1,1
64,15097,1,1
65,15099,1,1
66,18821,1,1
67,18966,0,0
68,3,1,1
69,366,1,1
70,12573,2,2
71,15100,0,0
72,15101,1,1
73,15102,1,1
74,15103,1,1
75,15104,1,1
76,15105,1,1
77,15106,0,0
78,15107,1,1
79,15108,1,1
80,16503,1,1
81,16504,1,1
82,8,0,0
83,12672,2,2
84,15109,0,0
85,15110,1,1
86,15111,2,2
87,15112,1,1
88,15113,1,1
89,15114,1,1
90,15115,0,0
91,15116,0,0
92,6,1,1
93,15166,1,1
94,15167,1,1
95,15169,1,1
96,17700,1,1
97,12110,1,1
98,12111,0,0
99,12112,1,1
100,12113,0,0
101,12117,0,0
102,12153,0,0
103,12155,--,--
104,13271,0,0
105,13272,--,--
106,13275,--,--
107,13276,0,0
108,13277,--,--
109,13278,0,0
110,12115,0,0
111,12116,0,--
112,12152,--,--
113,13273,0,0
114,13274,0,0
115,15098,1,1
116,15146,2,2
117,15147,0,0
118,15148,1,1
119,12154,0,0
120,12578,0,0
121,12579,1,1
122,15140,1,1
123,15141,1,1
124,15143,0,0
125,15144,0,0
126,15145,1,1
127,12574,1,1
128,12575,0,0
129,15149,1,1
130,15150,1,1
131,15151,1,1
132,15152,2,2
133,16500,1,1
134,12576,1,1
135,12577,1,1
136,15153,0,0
137,15154,1,1
138,15155,1,1
139,15156,2,2
140,15157,1,1
141,15160,2,2
142,15161,1,1
143,15162,1,1
144,15163,0,0
145,15164,1,1
146,15165,1,1
147,15055,0,0
148,15056,2,2
149,15057,1,1
150,9929,0,0
151,9930,0,0
152,15117,1,1
153,15118,2,2
154,15119,1,1
155,15120,2,2
156,15121,3,3
157,15122,0,0
158,15129,1,1
159,15130,2,2
160,15131,1,1
161,15132,1,1
162,15133,2,2
163,15134,2,2
164,15135,1,1
165,15136,1,1
166,15137,0,0
167,15138,1,1
168,15139,0,0
