,strSubID,strHourAvg,strValueAvg
0,371,4,4
1,12118,--,--
2,12119,--,--
3,12120,--,--
4,12494,0,0
5,18020,0,0
6,2,0,0
7,364,1,1
8,368,1,1
9,12493,0,0
10,12495,0,0
11,12572,0,0
12,15040,1,1
13,15041,1,1
14,15042,0,0
15,15043,1,1
16,15044,0,0
17,15045,1,1
18,15046,1,1
19,15047,1,1
20,15048,0,0
21,5,0,0
22,363,1,1
23,15049,1,1
24,15050,1,1
25,15058,0,0
26,15059,0,0
27,15060,0,0
28,15061,1,1
29,15062,0,0
30,15063,1,1
31,15064,0,0
32,15065,0,0
33,15066,1,1
34,15067,0,0
35,15068,2,2
36,15069,0,0
37,15070,1,1
38,15071,0,0
39,4,1,1
40,7,0,0
41,12492,0,0
42,12792,1,1
43,15072,1,1
44,15073,0,0
45,15074,1,1
46,15075,1,1
47,15076,0,0
48,15077,0,0
49,15078,0,0
50,15079,1,1
51,15080,0,0
52,15081,1,1
53,15082,1,1
54,15083,0,0
55,1,1,1
56,362,1,1
57,15084,1,1
58,15085,1,1
59,15086,1,1
60,15087,1,1
61,15088,0,0
62,15089,1,1
63,15090,1,1
64,15095,1,1
65,15096,1,1
66,15097,1,1
67,15099,0,0
68,18821,1,1
69,18966,0,0
70,3,0,0
71,366,1,1
72,12573,1,1
73,15100,1,1
74,15101,1,1
75,15102,0,0
76,15103,0,0
77,15104,1,1
78,15105,0,0
79,15106,0,0
80,15107,1,1
81,15108,1,1
82,16503,1,1
83,16504,1,1
84,8,1,1
85,15109,0,0
86,15110,2,2
87,15111,2,2
88,15112,1,1
89,15113,2,2
90,15114,2,2
91,15115,1,1
92,15116,2,2
93,6,1,1
94,365,0,0
95,15166,0,0
96,15167,0,0
97,15169,1,1
98,17700,1,1
99,12110,1,1
100,12111,1,1
101,12112,1,1
102,12113,0,0
103,12114,0,0
104,12117,1,1
105,12153,0,0
106,12154,0,0
107,12155,--,--
108,13271,0,0
109,13272,0,0
110,13275,0,0
111,13276,0,0
112,13277,1,1
113,13278,0,0
114,12115,0,0
115,12116,0,0
116,12152,0,0
117,13273,114,114
118,13274,0,0
119,15098,1,1
120,15146,1,1
121,15147,0,0
122,15148,2,2
123,12578,0,0
124,15140,2,2
125,15141,1,1
126,15142,1,1
127,15143,0,0
128,15144,1,1
129,15145,1,1
130,12574,0,0
131,12575,0,0
132,15149,1,1
133,15150,2,2
134,15151,1,1
135,15152,2,2
136,16500,1,1
137,12577,1,1
138,15153,0,0
139,15154,2,2
140,15155,1,1
141,15156,2,2
142,15157,1,1
143,15160,2,2
144,15161,2,2
145,15162,1,1
146,15163,2,2
147,15164,0,0
148,15165,2,2
149,15055,0,0
150,15056,1,1
151,15057,1,1
152,9929,1,1
153,9930,0,0
154,15117,1,1
155,15118,1,1
156,15119,1,1
157,15120,1,1
158,15121,1,1
159,15122,0,0
160,15129,1,1
161,15130,1,1
162,15131,1,1
163,15132,2,2
164,15133,1,1
165,15134,1,1
166,15135,1,1
167,15136,1,1
168,15137,1,1
169,15138,1,1
170,15139,0,0
