,strSubID,strHourAvg,strValueAvg
0,15048,西_1,西_1
1,15074,南_2,南_2
2,362,西南_4,西南_4
3,366,南_1,南_1
4,15106,西南_1,西南_1
5,12672,西南_4,西南_4
6,15116,东南_4,东南_4
7,6,西南_2,西南_2
8,12117,东_1,东_1
9,13272,西北_0,西北_0
10,13277,西南_2,西南_2
11,12579,南_2,南_2
12,15142,南_2,南_2
13,15143,南_1,南_1
14,12574,南_2,南_2
15,12577,西南_1,西南_1
16,15162,西南_1,西南_1
17,15163,西南_0,西南_0
18,15117,西南_2,西南_2
19,15132,南_3,南_3
20,15133,南_2,南_2
21,368,西南_2,西南_2
22,15040,西_2,西_2
23,15049,南_2,南_2
24,15058,北_1,北_1
25,15060,南_4,南_4
26,15061,南_2,南_2
27,4,西南_2,西南_2
28,15103,西南_3,西南_3
29,16503,西南_2,西南_2
30,12153,东北_0,东北_0
31,13273,东南_0,东南_0
32,12575,东南_1,东南_1
33,15150,西南_3,西南_3
34,15151,南_2,南_2
35,15152,西南_2,西南_2
36,12576,西南_1,西南_1
37,15057,西南_2,西南_2
38,9929,西南_3,西南_3
39,15129,西南_3,西南_3
40,15130,南_7,南_7
41,15137,西南_0,西南_0
42,15138,南_1,南_1
43,12119,北_0,北_0
44,15043,南_3,南_3
45,15044,西南_2,西南_2
46,15047,西南_2,西南_2
47,15071,南_1,南_1
48,12492,西_1,西_1
49,12792,南_2,南_2
50,15082,西南_1,西南_1
51,15084,西南_4,西南_4
52,15086,西南_2,西南_2
53,15112,南_5,南_5
54,15113,西南_2,西南_2
55,15169,南_3,南_3
56,13275,西南_0,西南_0
57,13278,东北_0,东北_0
58,13274,南_0,南_0
59,12154,西南_0,西南_0
60,15155,西_0,西_0
61,15160,西南_1,西南_1
62,15131,南_3,南_3
63,2,北_0,北_0
64,12493,北_0,北_0
65,5,西北_1,西北_1
66,15075,西北_3,西北_3
67,15080,东北_1,东北_1
68,15088,北_1,北_1
69,15097,南_2,南_2
70,15101,西_3,西_3
71,16504,西南_3,西南_3
72,13276,南_0,南_0
73,15147,西南_1,西南_1
74,15157,西南_2,西南_2
75,15161,西南_2,西南_2
76,15056,南_3,南_3
77,15118,东南_2,东南_2
78,15120,西南_4,西南_4
79,15134,西南_3,西南_3
80,18020,西南_1,西南_1
81,364,西_1,西_1
82,12572,西南_1,西南_1
83,15041,南_2,南_2
84,15042,西南_2,西南_2
85,15046,西北_3,西北_3
86,15063,西_2,西_2
87,15067,西南_2,西南_2
88,15077,西_1,西_1
89,15089,东南_4,东南_4
90,15090,西南_4,西南_4
91,15095,西南_2,西南_2
92,15107,西南_2,西南_2
93,15108,东南_1,东南_1
94,8,西南_2,西南_2
95,15109,南_1,南_1
96,365,西南_1,西南_1
97,15167,西_1,西_1
98,17700,西_3,西_3
99,12115,南_0,南_0
100,12152,北_0,北_0
101,15146,西南_2,西南_2
102,15148,西南_3,西南_3
103,12578,南_1,南_1
104,15153,西_0,西_0
105,15154,南_2,南_2
106,15156,南_3,南_3
107,15136,南_2,南_2
108,371,西南_7,西南_7
109,12118,北_0,北_0
110,363,南_2,南_2
111,15069,西南_1,西南_1
112,15078,南_2,南_2
113,15083,东_2,东_2
114,15085,西南_2,西南_2
115,15087,西南_2,西南_2
116,15096,西南_4,西南_4
117,15099,西_2,西_2
118,3,西_1,西_1
119,15100,西_2,西_2
120,15110,南_3,南_3
121,15115,南_1,南_1
122,15166,南_1,南_1
123,12116,南_2,南_2
124,15098,东_3,东_3
125,15140,南_1,南_1
126,15149,西南_2,西南_2
127,16500,西南_4,西南_4
128,15164,南_1,南_1
129,15055,西_1,西_1
130,9930,西南_1,西南_1
131,12494,西南_8,西南_8
132,12495,北_0,北_0
133,15045,西南_3,西南_3
134,15050,西南_4,西南_4
135,15059,南_1,南_1
136,15064,西南_1,西南_1
137,15066,西南_3,西南_3
138,15070,西南_3,西南_3
139,7,南_1,南_1
140,15072,南_4,南_4
141,15079,南_2,南_2
142,15081,南_4,南_4
143,15102,西_1,西_1
144,15105,西南_1,西南_1
145,15114,西南_4,西南_4
146,12110,西北_14,西北_14
147,12113,东南_1,东南_1
148,13271,东_0,东_0
149,15141,南_3,南_3
150,15145,西南_1,西南_1
151,15165,西南_2,西南_2
152,15121,东_3,东_3
153,15139,南_1,南_1
154,12120,北_0,北_0
155,15062,西南_2,西南_2
156,15065,南_1,南_1
157,15068,南_4,南_4
158,15073,西南_1,西南_1
159,15076,北_1,北_1
160,1,西北_4,西北_4
161,18821,西_4,西_4
162,18966,南_2,南_2
163,12573,西南_5,西南_5
164,15111,西南_2,西南_2
165,12111,西南_2,西南_2
166,12155,北_0,北_0
167,15119,南_1,南_1
168,15122,西南_1,西南_1
169,15135,南_2,南_2
