,SubID,time,MAXAQI,PM10Iaqi,PM10value,PM2_5Iaqi,PM2_5value,COIaqi,COvalue,NO2Iaqi,NO2value,SO2Iaqi,SO2value,O3_1Iaqi,O3_1value,O3_8Iaqi,O3_8value
0,1,2020-10-29 21:00:00,110,97,144,110,83,22,2115,44,87,10,30,,,4,8
1,2,2020-10-29 21:00:00,130,130,209,127,96,29,2835,49,98,9,26,2,5,4,7
2,3,2020-10-29 21:00:00,113,101,151,113,85,24,2384,44,88,7,21,2,5,4,7
3,4,2020-10-29 21:00:00,132,105,160,132,100,26,2524,46,91,9,26,2,5,4,8
4,5,2020-10-29 21:00:00,88,87,124,88,65,17,1603,44,87,5,15,2,6,4,8
5,6,2020-10-29 21:00:00,124,124,197,119,90,23,2224,48,96,6,16,2,4,3,6
6,7,2020-10-29 21:00:00,97,97,143,92,68,21,2086,35,70,4,12,2,4,4,7
7,8,2020-10-29 21:00:00,108,108,165,97,72,17,1700,40,79,6,17,2,4,4,8
8,362,2020-10-29 21:00:00,118,111,171,118,89,22,2199,41,82,10,28,1,3,4,7
9,363,2020-10-29 21:00:00,97,97,143,70,51,12,1189,40,80,4,11,1,3,3,6
10,364,2020-10-29 21:00:00,70,70,90,62,44,13,1278,40,80,4,11,2,4,4,8
11,365,2020-10-29 21:00:00,112,112,173,108,81,19,1889,36,71,6,17,2,6,4,7
12,366,2020-10-29 21:00:00,139,139,227,105,79,17,1700,42,83,6,16,1,2,3,5
13,368,2020-10-29 21:00:00,125,120,190,125,95,26,2502,41,81,6,16,2,5,4,7
14,371,2020-10-29 21:00:00,69,69,88,45,31,12,1118,12,23,6,18,25,78,45,90
15,9929,2020-10-29 21:00:00,125,125,199,125,95,28,2716,54,107,9,25,2,6,5,10
16,9930,2020-10-29 21:00:00,115,115,179,104,78,26,2509,43,85,8,24,2,4,3,6
17,12110,2020-10-29 21:00:00,82,82,114,82,60,16,1526,41,82,6,18,1,2,18,35
18,12111,2020-10-29 21:00:00,130,130,209,115,87,27,2685,47,93,15,44,1,2,9,18
19,12112,2020-10-29 21:00:00,115,115,180,103,77,20,1992,59,117,6,18,1,2,11,22
20,12113,2020-10-29 21:00:00,90,90,130,84,62,18,1787,39,78,5,13,1,2,15,30
21,12114,2020-10-29 21:00:00,114,114,178,97,72,18,1701,50,99,6,17,1,3,13,25
22,12115,2020-10-29 21:00:00,86,86,122,64,46,10,921,23,46,4,10,13,39,27,53
23,12116,2020-10-29 21:00:00,100,100,150,79,58,16,1598,38,75,3,9,1,3,15,29
24,12117,2020-10-29 21:00:00,71,71,91,67,48,13,1265,36,72,6,16,2,5,13,26
25,12118,2020-10-29 21:00:00,63,63,76,54,38,,,13,26,3,8,,,,
26,12119,2020-10-29 21:00:00,108,108,165,95,71,,,46,91,4,12,,,,
27,12120,2020-10-29 21:00:00,86,86,122,83,61,,,43,86,17,50,,,,
28,12151,2020-10-29 21:00:00,0,,,,,,,,,,,,,,
29,12152,2020-10-29 21:00:00,62,62,74,48,33,9,826,16,32,5,14,23,73,40,79
30,12153,2020-10-29 21:00:00,93,85,119,93,69,16,1574,46,91,6,17,2,5,17,33
31,12154,2020-10-29 21:00:00,100,100,150,93,69,17,1665,42,84,3,8,2,4,18,35
32,12155,2020-10-29 21:00:00,98,90,129,98,73,18,1744,43,86,5,14,,,16,31
33,12492,2020-10-29 21:00:00,97,88,125,97,72,17,1633,44,88,4,12,2,4,6,11
34,12493,2020-10-29 21:00:00,82,74,98,82,60,15,1419,35,70,3,9,1,3,3,6
35,12494,2020-10-29 21:00:00,78,78,106,75,55,23,2222,31,61,3,9,3,9,10,20
36,12495,2020-10-29 21:00:00,86,86,122,79,58,17,1654,41,82,2,6,1,3,2,4
37,12572,2020-10-29 21:00:00,95,95,139,85,63,14,1374,35,70,4,12,3,8,5,10
38,12573,2020-10-29 21:00:00,82,82,114,77,56,16,1507,46,91,5,14,2,5,3,6
39,12574,2020-10-29 21:00:00,127,96,142,127,96,19,1871,41,81,13,38,4,11,5,10
40,12575,2020-10-29 21:00:00,102,88,125,102,76,22,2103,40,79,13,37,6,17,6,12
41,12576,2020-10-29 21:00:00,119,109,168,119,90,17,1629,46,92,5,15,4,11,10,19
42,12577,2020-10-29 21:00:00,110,96,142,110,83,19,1832,42,83,3,8,1,2,7,14
43,12578,2020-10-29 21:00:00,103,103,155,88,65,15,1405,41,82,7,19,1,2,7,13
44,12579,2020-10-29 21:00:00,97,97,143,73,53,16,1587,40,80,7,19,3,7,9,17
45,12672,2020-10-29 21:00:00,86,86,121,74,54,16,1576,36,71,3,8,1,1,3,5
46,12792,2020-10-29 21:00:00,104,101,151,104,78,16,1598,43,86,7,20,2,5,4,8
47,13271,2020-10-29 21:00:00,69,69,88,68,49,15,1436,28,55,3,7,1,3,14,28
48,13272,2020-10-29 21:00:00,500,500,783,82,60,19,1820,40,80,6,17,1,2,9,18
49,13273,2020-10-29 21:00:00,80,80,109,78,57,20,1966,31,61,2,6,1,3,14,28
50,13274,2020-10-29 21:00:00,75,75,100,65,47,7,651,24,47,4,10,15,45,26,51
51,13275,2020-10-29 21:00:00,99,93,136,99,74,18,1736,39,78,6,17,2,4,19,37
52,13276,2020-10-29 21:00:00,74,74,97,39,27,10,983,30,60,5,14,6,17,16,32
53,13277,2020-10-29 21:00:00,94,88,125,94,70,25,2483,45,89,6,17,1,1,12,24
54,13278,2020-10-29 21:00:00,82,82,114,53,37,14,1325,40,80,5,13,2,4,15,30
55,15040,2020-10-29 21:00:00,137,123,196,137,104,29,2839,47,94,9,25,2,6,4,7
56,15041,2020-10-29 21:00:00,87,86,122,87,64,17,1629,45,90,6,16,2,4,4,7
57,15042,2020-10-29 21:00:00,132,116,182,132,100,23,2249,48,95,6,16,2,4,3,5
58,15043,2020-10-29 21:00:00,148,126,201,148,113,29,2899,47,93,8,24,4,10,6,11
59,15044,2020-10-29 21:00:00,117,117,184,115,87,20,1991,44,88,4,11,2,4,3,6
60,15045,2020-10-29 21:00:00,143,116,181,143,109,25,2454,46,91,8,22,2,5,4,8
61,15046,2020-10-29 21:00:00,113,104,158,113,85,24,2334,45,89,6,18,3,7,5,9
62,15047,2020-10-29 21:00:00,130,129,208,130,99,24,2331,43,86,8,24,3,7,5,9
63,15048,2020-10-29 21:00:00,127,118,186,127,96,19,1900,45,89,7,21,2,4,3,5
64,15049,2020-10-29 21:00:00,88,88,125,88,65,19,1847,43,86,5,14,2,4,3,6
65,15050,2020-10-29 21:00:00,98,98,145,97,72,18,1788,46,92,6,17,1,3,3,6
66,15055,2020-10-29 21:00:00,81,81,111,77,56,15,1425,62,124,4,11,2,6,8,16
67,15056,2020-10-29 21:00:00,90,90,129,70,51,6,599,27,53,3,9,5,14,18,36
68,15057,2020-10-29 21:00:00,83,83,116,69,50,11,1077,35,69,2,5,3,7,10,19
69,15058,2020-10-29 21:00:00,107,106,161,107,80,18,1792,51,101,6,18,2,5,4,8
70,15059,2020-10-29 21:00:00,115,115,179,112,84,22,2191,45,90,6,18,4,10,6,12
71,15060,2020-10-29 21:00:00,100,99,148,100,75,20,1936,45,90,6,16,3,9,6,11
72,15061,2020-10-29 21:00:00,128,109,168,128,97,26,2514,50,99,6,18,2,4,3,5
73,15062,2020-10-29 21:00:00,133,105,160,133,101,28,2731,48,95,10,28,2,5,3,6
74,15063,2020-10-29 21:00:00,110,109,168,110,83,25,2432,47,94,10,29,3,9,6,11
75,15064,2020-10-29 21:00:00,133,110,170,133,101,24,2356,47,94,9,26,2,6,5,9
76,15065,2020-10-29 21:00:00,114,109,167,114,86,24,2308,40,79,5,14,1,3,3,6
77,15066,2020-10-29 21:00:00,84,78,105,84,62,14,1399,44,88,3,8,3,8,6,11
78,15067,2020-10-29 21:00:00,104,98,145,104,78,19,1872,43,86,6,16,2,5,4,8
79,15068,2020-10-29 21:00:00,145,126,201,145,111,27,2634,46,92,7,21,2,6,4,8
80,15069,2020-10-29 21:00:00,90,90,130,87,64,16,1530,38,75,4,12,2,5,4,8
81,15070,2020-10-29 21:00:00,113,113,175,103,77,19,1893,36,72,5,15,2,5,3,6
82,15071,2020-10-29 21:00:00,138,130,209,138,105,22,2139,37,74,5,14,2,5,4,8
83,15072,2020-10-29 21:00:00,120,120,190,119,90,27,2630,47,93,9,27,2,4,3,5
84,15073,2020-10-29 21:00:00,112,100,149,112,84,26,2508,49,98,11,32,2,4,3,5
85,15074,2020-10-29 21:00:00,133,119,187,133,101,28,2770,47,94,8,22,1,3,3,5
86,15075,2020-10-29 21:00:00,130,106,162,130,99,28,2742,48,96,9,25,1,3,3,5
87,15076,2020-10-29 21:00:00,122,108,165,122,92,26,2551,45,89,10,29,2,4,3,5
88,15077,2020-10-29 21:00:00,128,104,157,128,97,26,2550,43,85,8,24,3,8,6,11
89,15078,2020-10-29 21:00:00,119,109,167,119,90,27,2690,53,106,10,30,3,8,6,11
90,15079,2020-10-29 21:00:00,138,112,174,138,105,27,2696,43,85,6,16,2,6,5,9
91,15080,2020-10-29 21:00:00,124,110,170,124,94,29,2870,49,97,10,30,1,2,2,4
92,15081,2020-10-29 21:00:00,110,91,132,110,83,20,1906,46,92,6,17,2,5,7,14
93,15082,2020-10-29 21:00:00,113,98,145,113,85,23,2211,45,90,7,19,5,14,9,18
94,15083,2020-10-29 21:00:00,127,124,197,127,96,24,2395,48,95,6,18,2,5,4,7
95,15084,2020-10-29 21:00:00,107,98,146,107,80,38,3800,53,106,9,27,3,8,5,10
96,15085,2020-10-29 21:00:00,98,98,145,95,71,23,2208,49,97,11,32,2,5,3,6
97,15086,2020-10-29 21:00:00,103,95,140,103,77,23,2267,48,95,11,33,2,5,3,6
98,15087,2020-10-29 21:00:00,105,99,148,105,79,24,2357,43,85,12,36,2,6,5,9
99,15088,2020-10-29 21:00:00,100,88,126,100,75,22,2134,36,71,9,26,2,5,4,8
100,15089,2020-10-29 21:00:00,109,97,143,109,82,31,3066,53,106,13,39,2,4,3,6
101,15090,2020-10-29 21:00:00,100,100,149,99,74,22,2135,48,96,5,14,3,8,6,11
102,15091,2020-10-29 21:00:00,114,103,156,114,86,25,2426,45,90,13,37,2,5,4,8
103,15095,2020-10-29 21:00:00,102,92,134,102,76,24,2370,46,92,7,21,3,9,6,12
104,15096,2020-10-29 21:00:00,118,111,171,118,89,22,2199,41,82,10,28,1,3,4,7
105,15097,2020-10-29 21:00:00,102,102,154,82,60,24,2310,44,87,7,19,3,9,7,13
106,15098,2020-10-29 21:00:00,102,94,137,102,76,16,1508,45,89,8,24,2,4,4,8
107,15099,2020-10-29 21:00:00,97,88,126,97,72,16,1523,47,94,7,19,4,11,7,13
108,15100,2020-10-29 21:00:00,138,116,182,138,105,32,3132,45,90,10,28,2,4,3,6
109,15101,2020-10-29 21:00:00,129,108,166,129,98,28,2770,52,104,8,24,3,7,4,8
110,15102,2020-10-29 21:00:00,114,107,164,114,86,22,2187,47,94,6,16,2,6,5,10
111,15103,2020-10-29 21:00:00,117,104,157,117,88,24,2397,43,85,8,23,2,5,4,8
112,15104,2020-10-29 21:00:00,118,108,166,118,89,25,2403,39,78,7,19,2,4,3,6
