,SubID,time,MAXAQI,PM10Iaqi,PM10value,PM2_5Iaqi,PM2_5value,COIaqi,COvalue,NO2Iaqi,NO2value,SO2Iaqi,SO2value,O3_1Iaqi,O3_1value,O3_8Iaqi,O3_8value
0,1,2020-10-30 22:00:00,193,150,249,193,145,21,2028,52,104,6,16,2,5,13,25
1,2,2020-10-30 22:00:00,138,114,177,138,105,18,1740,48,96,4,10,2,6,14,27
2,3,2020-10-30 22:00:00,153,125,200,153,117,20,1941,50,100,5,14,2,5,15,30
3,4,2020-10-30 22:00:00,180,131,212,180,136,16,1561,44,88,4,11,2,4,10,20
4,5,2020-10-30 22:00:00,135,106,161,135,103,11,1031,19,38,6,16,23,73,31,62
5,6,2020-10-30 22:00:00,129,108,166,129,98,17,1617,52,103,4,10,2,4,16,31
6,7,2020-10-30 22:00:00,143,132,214,143,109,10,938,36,72,3,9,4,11,9,18
7,8,2020-10-30 22:00:00,106,106,162,105,79,8,702,21,42,5,13,19,60,23,45
8,362,2020-10-30 22:00:00,165,146,242,165,125,26,2519,51,102,7,19,2,4,12,24
9,363,2020-10-30 22:00:00,103,92,134,103,77,9,806,10,20,5,14,30,96,47,94
10,364,2020-10-30 22:00:00,103,88,126,103,77,10,934,13,25,3,8,22,69,32,63
11,365,2020-10-30 22:00:00,115,95,140,115,87,8,752,19,38,4,11,24,75,28,56
12,366,2020-10-30 22:00:00,152,134,217,152,116,11,1047,47,94,4,12,1,3,14,28
13,368,2020-10-30 22:00:00,150,113,175,150,115,17,1671,42,84,3,9,2,5,12,24
14,371,2020-10-30 22:00:00,89,89,127,87,64,10,970,13,25,4,12,25,79,48,96
15,9929,2020-10-30 22:00:00,133,115,180,133,101,12,1160,39,78,4,10,6,17,21,42
16,9930,2020-10-30 22:00:00,135,119,187,135,103,14,1398,35,69,8,22,6,18,15,30
17,12110,2020-10-30 22:00:00,173,131,211,173,131,12,1110,34,68,8,22,4,10,24,47
18,12111,2020-10-30 22:00:00,114,99,147,114,86,12,1169,17,33,16,48,18,57,29,58
19,12112,2020-10-30 22:00:00,99,99,148,97,72,11,1061,40,80,4,12,9,28,19,37
20,12113,2020-10-30 22:00:00,97,97,143,95,71,12,1116,18,35,4,12,17,52,29,58
21,12114,2020-10-30 22:00:00,127,127,203,122,92,16,1508,49,98,5,13,3,7,26,51
22,12115,2020-10-30 22:00:00,94,94,138,83,61,14,1365,22,44,11,32,17,54,34,68
23,12116,2020-10-30 22:00:00,107,94,138,107,80,16,1595,26,51,3,8,15,46,19,38
24,12117,2020-10-30 22:00:00,110,86,122,110,83,9,861,22,44,6,18,13,40,28,56
25,12118,2020-10-30 22:00:00,91,91,131,72,52,,,14,27,4,10,,,,
26,12119,2020-10-30 22:00:00,110,105,160,110,83,,,33,65,3,9,,,,
