,SubID,time,MAXAQI,PM10Iaqi,PM10value,PM2_5Iaqi,PM2_5value,COIaqi,COvalue,NO2Iaqi,NO2value,SO2Iaqi,SO2value,O3_1Iaqi,O3_1value,O3_8Iaqi,O3_8value
0,1,2020-11-03 18:00:00,70,70,89,36,25,13,1254,40,80,7,20,3,7,23,46
1,2,2020-11-03 18:00:00,76,76,101,39,27,15,1401,42,83,5,13,2,6,23,46
2,3,2020-11-03 18:00:00,65,65,79,39,27,14,1392,38,76,5,14,2,6,24,47
3,4,2020-11-03 18:00:00,82,82,114,60,43,15,1482,39,77,6,17,2,6,25,49
4,5,2020-11-03 18:00:00,54,54,58,32,22,11,1038,38,76,6,17,4,10,29,57
5,6,2020-11-03 18:00:00,67,67,84,29,20,12,1118,42,83,4,12,2,4,22,43
6,7,2020-11-03 18:00:00,63,63,76,25,17,14,1369,34,68,5,13,3,7,21,41
7,8,2020-11-03 18:00:00,59,59,67,20,14,4,365,17,34,4,12,15,48,32,64
8,362,2020-11-03 18:00:00,113,113,176,88,65,17,1698,41,82,9,27,3,8,21,42
9,363,2020-11-03 18:00:00,96,96,142,40,28,5,483,33,65,4,10,4,11,24,48
10,364,2020-11-03 18:00:00,58,58,66,29,20,8,774,18,36,4,10,13,39,27,54
11,365,2020-11-03 18:00:00,98,98,145,42,29,9,843,36,72,4,10,3,7,24,47
12,366,2020-11-03 18:00:00,150,150,250,60,43,8,770,38,76,5,14,1,3,21,41
13,368,2020-11-03 18:00:00,77,77,103,46,32,,,35,69,3,9,3,7,21,42
14,371,2020-11-03 18:00:00,53,53,56,28,19,6,592,12,23,3,8,20,61,34,67
15,9929,2020-11-03 18:00:00,100,100,150,58,41,14,1369,39,78,4,10,3,7,24,47
16,9930,2020-11-03 18:00:00,80,80,109,39,27,15,1467,35,70,5,14,2,5,21,41
17,12110,2020-11-03 18:00:00,90,90,130,82,60,8,795,27,54,6,16,7,22,26,52
18,12111,2020-11-03 18:00:00,88,88,126,63,45,12,1160,29,58,7,19,7,20,25,50
19,12112,2020-11-03 18:00:00,102,102,153,67,48,11,1026,39,78,4,12,3,7,27,53
20,12113,2020-11-03 18:00:00,100,100,149,35,24,14,1390,29,58,5,15,4,10,27,54
21,12114,2020-11-03 18:00:00,83,83,116,57,40,9,893,30,60,11,32,11,35,30,60
22,12115,2020-11-03 18:00:00,157,157,263,88,65,17,1645,40,80,8,24,3,9,25,50
23,12116,2020-11-03 18:00:00,146,146,241,102,76,16,1532,37,73,5,14,2,5,28,55
24,12117,2020-11-03 18:00:00,60,60,69,28,19,6,597,21,41,5,15,13,39,30,60
