,SubID,time,MAXAQI,PM10Iaqi,PM10value,PM2_5Iaqi,PM2_5value,COIaqi,COvalue,NO2Iaqi,NO2value,SO2Iaqi,SO2value,O3_1Iaqi,O3_1value,O3_8Iaqi,O3_8value
0,1,2020-12-23 04:00:00,98,87,123,98,73,4,350,10,20,5,15,28,87,46,92
1,2,2020-12-23 04:00:00,73,73,95,63,45,5,492,11,22,5,14,31,99,51,101
2,3,2020-12-23 04:00:00,83,71,92,83,61,10,946,10,20,4,12,32,101,52,102
3,4,2020-12-23 04:00:00,0,,,,,,,,,,,,,,
4,5,2020-12-23 04:00:00,88,73,95,88,65,10,977,13,25,6,16,32,102,54,104
5,6,2020-12-23 04:00:00,73,63,76,73,53,9,826,10,20,5,13,31,98,51,101
6,7,2020-12-23 04:00:00,93,83,116,93,69,7,693,14,27,6,16,26,81,44,87
7,8,2020-12-23 04:00:00,125,83,115,125,95,8,791,13,26,8,24,23,71,43,85
8,362,2020-12-23 04:00:00,0,,,,,,,,,,,,,,
9,363,2020-12-23 04:00:00,0,,,,,,,,,,,,,,
10,364,2020-12-23 04:00:00,64,62,73,64,46,10,949,9,17,4,12,28,88,46,91
11,365,2020-12-23 04:00:00,73,59,68,73,53,7,632,13,26,5,13,30,96,50,100
12,366,2020-12-23 04:00:00,74,64,77,74,54,7,617,15,30,5,15,30,96,49,98
13,368,2020-12-23 04:00:00,70,69,88,70,51,6,535,10,20,4,12,30,95,46,92
14,371,2020-12-23 04:00:00,74,65,79,74,54,7,695,8,16,4,12,20,63,36,72
15,9929,2020-12-23 04:00:00,103,86,121,103,77,12,1118,16,31,6,16,26,83,48,95
16,9930,2020-12-23 04:00:00,104,90,129,104,78,9,879,11,22,8,24,22,69,39,78
17,12110,2020-12-23 04:00:00,170,103,155,170,129,15,1409,25,49,11,31,9,27,16,32
18,12111,2020-12-23 04:00:00,124,87,124,124,94,6,560,17,34,14,42,17,53,13,26
19,12112,2020-12-23 04:00:00,165,122,193,165,125,16,1582,62,123,18,52,5,14,7,14
20,12113,2020-12-23 04:00:00,142,94,137,142,108,17,1666,28,56,9,25,11,33,11,21
21,12114,2020-12-23 04:00:00,149,107,163,149,114,17,1631,37,74,11,31,3,8,3,5
22,12115,2020-12-23 04:00:00,105,90,130,105,79,15,1425,20,40,19,56,21,66,20,39
23,12116,2020-12-23 04:00:00,97,75,100,97,72,11,1086,20,39,11,32,22,70,13,26
24,12117,2020-12-23 04:00:00,145,92,133,145,111,16,1521,20,40,12,36,14,42,25,50
25,12118,2020-12-23 04:00:00,113,82,113,113,85,,,26,51,6,17,,,,
26,12119,2020-12-23 04:00:00,114,84,118,114,86,,,23,45,8,22,,,,
27,12120,2020-12-23 04:00:00,172,112,174,172,130,,,32,64,12,36,,,,
