,SubID,time,MAXAQI,PM10Iaqi,PM10value,PM2_5Iaqi,PM2_5value,COIaqi,COvalue,NO2Iaqi,NO2value,SO2Iaqi,SO2value,O3_1Iaqi,O3_1value,O3_8Iaqi,O3_8value
0,1,2020-12-26 23:00:00,148,108,165,148,113,11,1073,36,72,14,42,9,28,13,26
1,2,2020-12-26 23:00:00,124,94,138,124,94,15,1433,50,99,8,22,3,8,9,17
2,3,2020-12-26 23:00:00,139,102,153,139,106,23,2249,45,89,8,23,2,5,9,17
3,4,2020-12-26 23:00:00,0,,,,,,,,,,,,,,
4,5,2020-12-26 23:00:00,108,80,110,108,81,12,1198,19,38,9,26,24,75,35,70
5,6,2020-12-26 23:00:00,115,86,121,115,87,14,1391,41,82,5,15,6,19,11,22
6,7,2020-12-26 23:00:00,129,101,151,129,98,12,1188,37,74,11,32,6,19,10,20
7,8,2020-12-26 23:00:00,114,96,142,114,86,9,884,24,47,7,20,15,48,30,59
8,362,2020-12-26 23:00:00,0,,,,,,,,,,,,,,
9,363,2020-12-26 23:00:00,107,80,109,107,80,8,792,14,28,7,20,23,73,37,73
10,364,2020-12-26 23:00:00,89,73,95,89,66,7,611,16,31,6,18,27,86,42,84
11,365,2020-12-26 23:00:00,90,70,89,90,67,8,786,19,37,6,18,22,70,23,46
12,366,2020-12-26 23:00:00,112,90,130,112,84,12,1109,44,88,7,20,5,14,10,19
13,368,2020-12-26 23:00:00,122,95,140,122,92,13,1281,41,81,8,23,3,9,9,17
14,371,2020-12-26 23:00:00,57,49,49,57,40,7,661,11,21,5,14,25,79,37,73
15,9929,2020-12-26 23:00:00,120,94,137,120,91,14,1382,35,69,6,17,12,37,26,52
16,9930,2020-12-26 23:00:00,128,106,161,128,97,15,1423,28,55,11,33,13,39,23,46
17,12110,2020-12-26 23:00:00,186,118,185,186,140,8,785,25,49,10,28,10,29,14,27
18,12111,2020-12-26 23:00:00,256,176,301,256,206,26,2539,40,80,20,59,2,6,17,33
19,12112,2020-12-26 23:00:00,175,133,215,175,132,15,1478,52,104,9,25,2,5,9,17
20,12113,2020-12-26 23:00:00,155,104,157,155,118,20,1907,27,53,6,18,5,13,12,24
21,12114,2020-12-26 23:00:00,209,151,252,209,159,19,1875,43,86,19,57,2,4,8,15
22,12115,2020-12-26 23:00:00,117,101,151,117,88,15,1443,36,71,8,24,4,12,14,28
23,12116,2020-12-26 23:00:00,212,146,241,212,162,20,1987,41,81,35,103,2,5,4,7
24,12117,2020-12-26 23:00:00,153,103,155,153,117,18,1759,26,52,6,18,5,14,18,36
25,12118,2020-12-26 23:00:00,104,87,123,104,78,,,23,46,6,17,,,,
26,12119,2020-12-26 23:00:00,176,176,302,165,125,,,51,101,13,38,,,,
27,12120,2020-12-26 23:00:00,195,139,227,195,146,,,40,80,12,36,,,,
28,12151,2020-12-26 23:00:00,0,,,,,,,,,,,,,,
29,12152,2020-12-26 23:00:00,118,96,141,118,89,14,1304,39,78,7,20,5,15,17,34
30,12153,2020-12-26 23:00:00,139,107,163,139,106,13,1270,39,77,9,25,1,3,7,13
31,12154,2020-12-26 23:00:00,140,118,185,140,107,14,1351,27,54,7,19,1,3,5,10
32,12155,2020-12-26 23:00:00,0,,,,,,,,,,,,,,
33,12492,2020-12-26 23:00:00,169,119,188,169,128,13,1224,51,101,22,64,2,5,7,13
34,12493,2020-12-26 23:00:00,93,73,96,93,69,7,682,19,38,5,14,20,63,26,52
35,12494,2020-12-26 23:00:00,201,141,232,201,151,24,2335,36,71,27,79,5,15,16,32
36,12495,2020-12-26 23:00:00,97,75,99,97,72,9,881,16,32,4,10,16,49,21,41
37,12572,2020-12-26 23:00:00,97,73,96,97,72,9,872,28,56,4,10,11,35,14,27
38,12573,2020-12-26 23:00:00,85,75,99,85,63,10,992,22,43,6,17,23,71,33,65
39,12574,2020-12-26 23:00:00,221,130,209,221,171,17,1665,24,47,12,36,17,54,23,45
40,12575,2020-12-26 23:00:00,224,168,285,224,174,14,1332,37,74,17,51,8,24,17,34
41,12576,2020-12-26 23:00:00,216,134,218,216,166,13,1275,48,96,11,33,2,5,12,24
42,12577,2020-12-26 23:00:00,214,126,201,214,164,18,1737,47,94,22,64,2,6,6,12
43,12578,2020-12-26 23:00:00,152,109,167,152,116,8,781,35,70,9,25,9,28,15,29
44,12579,2020-12-26 23:00:00,149,109,167,149,114,13,1245,34,68,9,27,12,36,20,39
45,12672,2020-12-26 23:00:00,135,98,145,135,103,10,966,37,73,6,17,8,23,24,47
46,12792,2020-12-26 23:00:00,165,121,191,165,125,15,1416,54,108,23,68,3,9,14,28
47,13271,2020-12-26 23:00:00,129,98,145,129,98,12,1105,23,45,4,10,6,18,16,31
48,13272,2020-12-26 23:00:00,233,160,269,233,183,20,1920,43,86,13,37,2,6,11,22
49,13273,2020-12-26 23:00:00,150,103,156,150,115,12,1149,33,65,5,14,2,5,8,15
50,13274,2020-12-26 23:00:00,137,102,153,137,104,13,1261,37,73,11,31,4,11,15,29
