,SubID,time,MAXAQI,PM10Iaqi,PM10value,PM2_5Iaqi,PM2_5value,COIaqi,COvalue,NO2Iaqi,NO2value,SO2Iaqi,SO2value,O3_1Iaqi,O3_1value,O3_8Iaqi,O3_8value
0,1,2020-12-23 06:00:00,90,74,98,90,67,4,341,13,26,6,16,24,74,45,89
1,2,2020-12-23 06:00:00,62,60,70,62,44,6,511,15,30,5,14,27,84,49,98
2,3,2020-12-23 06:00:00,78,62,74,78,57,10,978,16,32,5,13,27,84,51,101
3,4,2020-12-23 06:00:00,0,,,,,,,,,,,,,,
4,5,2020-12-23 06:00:00,74,59,68,74,54,10,986,14,27,6,16,28,89,50,100
5,6,2020-12-23 06:00:00,67,58,66,67,48,9,803,12,24,4,12,28,89,50,100
6,7,2020-12-23 06:00:00,88,77,104,88,65,8,740,20,39,6,18,19,59,42,83
7,8,2020-12-23 06:00:00,115,83,116,115,87,8,770,14,27,6,17,20,63,39,77
8,362,2020-12-23 06:00:00,0,,,,,,,,,,,,,,
9,363,2020-12-23 06:00:00,0,,,,,,,,,,,,,,
10,364,2020-12-23 06:00:00,64,,,64,46,11,1014,9,18,4,12,25,80,45,89
11,365,2020-12-23 06:00:00,73,58,65,73,53,7,612,13,25,5,13,29,91,50,99
12,366,2020-12-23 06:00:00,62,57,64,62,44,7,607,21,42,5,13,25,79,48,96
13,368,2020-12-23 06:00:00,77,69,87,77,56,6,557,15,30,4,11,25,77,46,92
14,371,2020-12-23 06:00:00,62,59,67,62,44,7,630,7,14,4,12,23,72,35,70
15,9929,2020-12-23 06:00:00,97,77,103,97,72,12,1163,16,31,7,20,25,77,45,89
16,9930,2020-12-23 06:00:00,100,81,112,100,75,10,974,12,24,10,30,20,62,36,72
17,12110,2020-12-23 06:00:00,165,102,153,165,125,12,1155,21,41,13,37,11,34,17,34
18,12111,2020-12-23 06:00:00,168,109,167,168,127,10,996,34,67,16,46,7,21,16,31
19,12112,2020-12-23 06:00:00,163,115,179,163,124,19,1846,63,126,17,49,4,10,7,14
20,12113,2020-12-23 06:00:00,127,94,137,127,96,20,1972,28,56,13,37,14,42,14,27
21,12114,2020-12-23 06:00:00,150,112,174,150,115,16,1577,40,80,17,51,2,5,3,5
22,12115,2020-12-23 06:00:00,130,109,168,130,99,29,2864,40,79,17,51,9,27,21,42
23,12116,2020-12-23 06:00:00,129,87,123,129,98,15,1480,33,66,17,49,11,34,17,34
24,12117,2020-12-23 06:00:00,117,83,116,117,88,15,1491,15,29,15,43,16,49,24,48
25,12118,2020-12-23 06:00:00,107,81,111,107,80,,,26,52,5,15,,,,
26,12119,2020-12-23 06:00:00,95,74,97,95,71,,,20,39,6,18,,,,
27,12120,2020-12-23 06:00:00,170,113,176,170,129,,,29,58,12,34,,,,
28,12151,2020-12-23 06:00:00,0,,,,,,,,,,,,,,
29,12152,2020-12-23 06:00:00,97,76,102,97,72,10,961,20,39,5,14,16,49,29,57
30,12153,2020-12-23 06:00:00,125,90,130,125,95,13,1221,35,70,9,26,4,10,3,5
31,12154,2020-12-23 06:00:00,127,93,136,127,96,13,1228,34,67,6,16,2,4,2,3
32,12155,2020-12-23 06:00:00,0,,,,,,,,,,,,,,
33,12492,2020-12-23 06:00:00,102,78,105,102,76,8,715,18,36,8,22,16,50,31,62
34,12493,2020-12-23 06:00:00,65,58,65,65,47,5,442,12,23,4,12,30,95,53,103
35,12494,2020-12-23 06:00:00,109,83,116,109,82,10,946,10,20,7,20,22,69,41,81
36,12495,2020-12-23 06:00:00,74,57,64,74,54,7,644,11,22,5,13,23,73,42,83
37,12572,2020-12-23 06:00:00,72,59,68,72,52,7,603,15,29,4,11,28,89,49,98
38,12573,2020-12-23 06:00:00,62,54,57,62,44,7,632,16,31,4,11,30,95,48,95
39,12574,2020-12-23 06:00:00,110,77,104,110,83,10,915,23,46,7,21,20,62,15,30
40,12575,2020-12-23 06:00:00,90,83,115,90,67,6,513,14,28,6,16,19,60,24,48
41,12576,2020-12-23 06:00:00,117,93,135,117,88,6,523,20,40,7,19,16,50,16,31
42,12577,2020-12-23 06:00:00,123,85,120,123,93,4,340,19,38,6,16,13,39,10,19
43,12578,2020-12-23 06:00:00,150,100,150,150,115,11,1074,29,57,11,33,8,24,17,33
44,12579,2020-12-23 06:00:00,135,99,147,135,103,12,1182,30,60,12,34,11,35,22,44
45,12672,2020-12-23 06:00:00,93,77,104,93,69,8,762,15,30,6,16,19,58,38,76
46,12792,2020-12-23 06:00:00,105,77,104,105,79,9,878,22,44,6,18,19,60,39,78
47,13271,2020-12-23 06:00:00,117,83,116,117,88,15,1410,28,55,6,17,6,18,15,30
48,13272,2020-12-23 06:00:00,189,121,192,189,142,11,1096,41,81,12,34,2,5,2,4
49,13273,2020-12-23 06:00:00,147,86,121,147,112,25,2421,32,64,6,18,2,5,3,5
50,13274,2020-12-23 06:00:00,132,92,134,132,100,10,988,35,69,3,8,4,12,5,10
51,13275,2020-12-23 06:00:00,199,117,184,199,149,8,768,29,58,8,23,2,4,3,5
52,13276,2020-12-23 06:00:00,147,94,137,147,112,9,828,28,55,11,31,15,46,24,48
53,13277,2020-12-23 06:00:00,120,72,94,120,91,9,844,24,47,9,26,17,54,28,56
54,13278,2020-12-23 06:00:00,198,119,188,198,148,11,1037,27,54,8,23,5,16,6,12
55,15040,2020-12-23 06:00:00,87,69,87,87,64,9,878,16,31,5,15,23,71,43,85
56,15041,2020-12-23 06:00:00,65,61,71,65,47,8,730,16,32,5,13,28,89,49,98
57,15042,2020-12-23 06:00:00,79,67,83,79,58,6,566,16,32,5,13,23,72,45,89
58,15043,2020-12-23 06:00:00,80,68,85,80,59,8,758,15,29,5,13,27,86,51,101
59,15044,2020-12-23 06:00:00,75,64,78,75,55,7,614,8,16,4,10,30,95,53,103
60,15045,2020-12-23 06:00:00,78,63,76,78,57,7,638,14,27,5,14,26,82,48,95
61,15046,2020-12-23 06:00:00,64,62,73,64,46,6,562,12,24,6,16,27,84,49,97
62,15047,2020-12-23 06:00:00,68,61,71,68,49,6,517,14,28,5,15,27,86,49,97
63,15048,2020-12-23 06:00:00,72,59,68,72,52,6,513,16,31,5,15,29,90,51,101
64,15049,2020-12-23 06:00:00,59,59,68,59,42,10,905,24,47,6,16,25,80,48,96
65,15050,2020-12-23 06:00:00,72,56,62,72,52,7,698,21,41,6,18,25,80,47,94
66,15055,2020-12-23 06:00:00,92,69,87,92,68,9,882,24,48,8,23,18,57,36,71
67,15056,2020-12-23 06:00:00,84,67,83,84,62,7,625,17,34,15,45,19,58,37,74
68,15057,2020-12-23 06:00:00,72,59,68,72,52,11,1046,14,28,5,13,25,80,47,94
69,15058,2020-12-23 06:00:00,73,67,83,73,53,7,632,17,34,5,14,25,80,46,91
70,15059,2020-12-23 06:00:00,85,70,89,85,63,6,586,20,39,9,26,25,79,46,92
71,15060,2020-12-23 06:00:00,80,61,71,80,59,7,612,21,41,5,14,20,63,44,87
72,15061,2020-12-23 06:00:00,85,68,85,85,63,7,614,20,39,5,13,23,71,44,88
73,15062,2020-12-23 06:00:00,77,67,83,77,56,5,422,23,45,5,15,21,67,44,88
74,15063,2020-12-23 06:00:00,79,71,92,79,58,6,554,16,31,4,10,24,74,44,88
75,15064,2020-12-23 06:00:00,72,63,76,72,52,8,732,20,40,4,11,23,72,45,90
76,15065,2020-12-23 06:00:00,105,81,112,105,79,9,814,18,36,7,21,18,55,37,74
77,15066,2020-12-23 06:00:00,73,63,76,73,53,6,568,13,26,4,10,29,92,50,100
78,15067,2020-12-23 06:00:00,88,72,94,88,65,7,633,14,27,6,16,24,75,44,88
79,15068,2020-12-23 06:00:00,113,80,109,113,85,11,1072,14,27,7,21,20,63,37,74
80,15069,2020-12-23 06:00:00,85,70,90,85,63,10,910,11,22,6,18,27,85,49,97
81,15070,2020-12-23 06:00:00,109,78,106,109,82,12,1142,17,33,8,22,19,59,35,69
82,15071,2020-12-23 06:00:00,115,81,112,115,87,10,934,15,29,7,20,19,58,35,70
83,15072,2020-12-23 06:00:00,83,73,96,83,61,7,662,19,38,7,19,21,66,43,85
84,15073,2020-12-23 06:00:00,77,70,90,77,56,8,716,23,46,5,15,22,69,44,87
85,15074,2020-12-23 06:00:00,90,75,99,90,67,7,699,14,27,5,15,,,47,94
86,15075,2020-12-23 06:00:00,88,72,93,88,65,8,719,24,48,6,17,21,66,43,85
87,15076,2020-12-23 06:00:00,83,71,92,83,61,7,641,20,39,6,16,21,67,42,84
88,15077,2020-12-23 06:00:00,80,69,87,80,59,9,884,13,26,7,19,23,71,43,85
89,15078,2020-12-23 06:00:00,83,73,95,83,61,6,551,31,61,7,20,19,58,43,86
90,15079,2020-12-23 06:00:00,117,79,107,117,88,10,954,15,30,7,19,21,67,40,79
91,15080,2020-12-23 06:00:00,105,82,113,105,79,11,1007,28,55,7,19,13,40,34,67
92,15081,2020-12-23 06:00:00,120,86,122,120,91,10,928,20,40,9,26,16,49,30,59
93,15082,2020-12-23 06:00:00,109,78,106,109,82,11,1045,22,44,6,16,17,53,38,76
94,15083,2020-12-23 06:00:00,119,88,125,119,90,9,851,17,34,7,19,18,57,36,72
95,15084,2020-12-23 06:00:00,67,67,84,67,48,6,578,15,30,4,12,24,76,46,92
96,15085,2020-12-23 06:00:00,79,71,91,79,58,11,1079,18,35,5,15,21,66,44,87
97,15086,2020-12-23 06:00:00,82,68,85,82,60,12,1102,17,33,5,13,22,70,43,86
98,15087,2020-12-23 06:00:00,80,61,72,80,59,9,830,16,32,4,12,22,68,42,84
99,15088,2020-12-23 06:00:00,85,69,88,85,63,13,1271,13,25,3,9,20,64,41,81
100,15089,2020-12-23 06:00:00,105,69,88,105,79,16,1561,15,29,5,13,23,71,43,85
101,15090,2020-12-23 06:00:00,89,78,105,89,66,7,658,20,40,6,16,21,65,41,82
102,15091,2020-12-23 06:00:00,90,74,98,90,67,4,341,13,26,6,16,24,74,45,89
103,15095,2020-12-23 06:00:00,92,70,89,92,68,11,1014,19,38,5,13,20,64,43,86
104,15096,2020-12-23 06:00:00,0,,,,,,,,,,,,,,
105,15097,2020-12-23 06:00:00,83,78,105,83,61,12,1190,17,33,5,15,21,66,41,82
106,15098,2020-12-23 06:00:00,82,73,96,82,60,11,1094,16,32,5,15,19,58,37,73
107,15099,2020-12-23 06:00:00,107,78,105,107,80,7,636,20,40,5,15,20,62,30,59
108,15100,2020-12-23 06:00:00,78,67,84,78,57,9,894,17,34,5,15,25,77,48,96
109,15101,2020-12-23 06:00:00,78,68,86,78,57,10,903,29,57,4,12,21,65,48,95
110,15102,2020-12-23 06:00:00,87,74,97,87,64,8,796,19,37,7,19,23,73,45,90
111,15103,2020-12-23 06:00:00,85,72,94,85,63,7,678,17,33,7,21,22,69,40,80
112,15104,2020-12-23 06:00:00,84,76,102,84,62,10,907,18,35,5,15,23,72,32,63
113,15105,2020-12-23 06:00:00,85,71,91,85,63,9,835,14,27,5,14,26,81,45,89
114,15106,2020-12-23 06:00:00,85,78,105,85,63,12,1101,44,87,6,18,5,14,30,59
115,15107,2020-12-23 06:00:00,88,75,100,88,65,8,767,20,40,6,16,21,66,42,83
116,15108,2020-12-23 06:00:00,112,87,123,112,84,13,1206,40,80,9,26,6,18,17,33
117,15109,2020-12-23 06:00:00,129,83,116,129,98,6,568,22,43,4,11,18,57,38,75
