,SubID,time,MAXAQI,PM10Iaqi,PM10value,PM2_5Iaqi,PM2_5value,COIaqi,COvalue,NO2Iaqi,NO2value,SO2Iaqi,SO2value,O3_1Iaqi,O3_1value,O3_8Iaqi,O3_8value
0,1,2020-11-26 21:00:00,69,69,87,54,38,8,763,28,56,6,17,2,6,6,11
1,2,2020-11-26 21:00:00,0,,,,,,,,,,,,,,
2,3,2020-11-26 21:00:00,85,74,98,85,63,10,937,27,54,5,13,1,2,5,9
3,4,2020-11-26 21:00:00,80,69,88,80,59,8,764,29,58,3,9,2,4,4,8
4,5,2020-11-26 21:00:00,63,63,75,59,42,10,967,29,57,4,12,2,6,4,7
5,6,2020-11-26 21:00:00,82,72,94,82,60,8,770,33,66,3,8,2,4,4,8
6,7,2020-11-26 21:00:00,72,72,93,46,32,6,516,26,52,7,19,2,5,5,10
7,8,2020-11-26 21:00:00,125,125,200,52,36,17,1686,33,66,9,26,1,3,2,3
8,362,2020-11-26 21:00:00,77,77,103,54,38,7,613,29,58,8,22,1,3,5,10
9,363,2020-11-26 21:00:00,71,71,92,70,51,7,632,25,50,3,9,3,7,4,8
10,364,2020-11-26 21:00:00,74,65,79,74,54,8,729,29,57,4,10,3,9,5,10
11,365,2020-11-26 21:00:00,75,68,85,75,55,7,619,30,59,3,9,3,7,5,9
12,366,2020-11-26 21:00:00,72,68,86,72,52,8,718,34,67,3,9,1,3,5,9
13,368,2020-11-26 21:00:00,89,75,100,89,66,8,702,27,54,3,8,2,5,5,9
14,371,2020-11-26 21:00:00,80,72,94,80,59,8,796,23,45,2,5,8,25,14,28
15,9929,2020-11-26 21:00:00,58,58,66,38,26,9,857,30,59,5,13,3,8,9,17
16,9930,2020-11-26 21:00:00,62,62,73,35,24,7,630,21,41,6,16,3,9,10,19
17,12110,2020-11-26 21:00:00,73,62,74,73,53,6,537,13,26,3,9,8,24,14,28
18,12111,2020-11-26 21:00:00,102,78,105,102,76,11,1049,27,53,4,12,1,2,6,12
19,12112,2020-11-26 21:00:00,66,66,81,62,44,6,536,22,44,4,11,6,17,9,17
20,12113,2020-11-26 21:00:00,63,63,76,62,44,9,859,10,20,3,9,7,21,9,17
21,12114,2020-11-26 21:00:00,82,70,89,82,60,9,816,27,53,7,19,5,16,9,18
22,12115,2020-11-26 21:00:00,46,46,46,45,31,6,583,8,16,3,9,14,43,21,41
23,12116,2020-11-26 21:00:00,58,58,65,50,35,10,952,23,45,2,6,7,22,10,20
24,12117,2020-11-26 21:00:00,54,51,51,54,38,6,590,11,22,2,5,11,34,17,33
25,12118,2020-11-26 21:00:00,52,52,54,50,35,,,9,18,3,8,,,,
26,12119,2020-11-26 21:00:00,87,81,111,87,64,,,22,44,4,10,,,,
27,12120,2020-11-26 21:00:00,67,61,72,67,48,,,17,34,5,14,,,,
28,12151,2020-11-26 21:00:00,0,,,,,,,,,,,,,,
29,12152,2020-11-26 21:00:00,47,47,47,35,24,7,636,13,25,4,10,13,41,21,42
30,12153,2020-11-26 21:00:00,78,60,70,78,57,6,574,21,41,2,6,3,8,6,12
31,12154,2020-11-26 21:00:00,77,60,70,77,56,6,516,21,42,1,3,4,10,8,16
32,12155,2020-11-26 21:00:00,85,59,68,85,63,8,718,20,39,1,1,3,8,7,13
33,12492,2020-11-26 21:00:00,55,55,59,32,22,6,587,29,57,5,13,2,4,10,19
34,12493,2020-11-26 21:00:00,0,,,,,,,,,,,,,,
35,12494,2020-11-26 21:00:00,57,57,63,45,31,6,566,17,34,6,18,7,20,10,20
36,12495,2020-11-26 21:00:00,75,66,81,75,55,6,583,11,22,2,6,1,3,1,2
37,12572,2020-11-26 21:00:00,66,66,82,64,46,5,450,30,59,3,9,4,11,7,14
38,12573,2020-11-26 21:00:00,70,65,79,70,51,8,760,28,56,4,10,5,13,7,13
39,12574,2020-11-26 21:00:00,48,48,48,36,25,6,548,13,25,10,29,9,28,19,37
40,12575,2020-11-26 21:00:00,43,43,43,28,19,5,463,14,28,11,32,11,35,21,42
41,12576,2020-11-26 21:00:00,47,47,47,42,29,7,617,23,45,8,24,3,9,13,25
42,12577,2020-11-26 21:00:00,44,44,44,39,27,6,545,23,45,3,7,2,5,14,27
43,12578,2020-11-26 21:00:00,160,113,176,160,122,18,1800,32,63,6,17,1,2,2,3
44,12579,2020-11-26 21:00:00,149,118,186,149,114,21,2089,35,70,9,27,4,10,6,11
45,12672,2020-11-26 21:00:00,70,70,90,50,35,9,824,28,56,4,10,1,2,2,3
46,12792,2020-11-26 21:00:00,60,60,69,38,26,8,757,30,60,9,26,2,5,4,8
47,13271,2020-11-26 21:00:00,62,53,56,62,44,6,590,13,25,4,12,8,24,15,29
48,13272,2020-11-26 21:00:00,97,79,107,97,72,7,679,25,50,2,4,1,2,7,14
49,13273,2020-11-26 21:00:00,53,53,55,45,31,5,430,14,28,2,5,8,24,19,38
50,13274,2020-11-26 21:00:00,61,61,71,48,33,4,353,14,28,1,2,11,35,18,35
51,13275,2020-11-26 21:00:00,92,74,98,92,68,5,441,20,40,5,13,4,11,11,22
52,13276,2020-11-26 21:00:00,79,67,84,79,58,6,548,14,27,3,8,8,24,7,14
53,13277,2020-11-26 21:00:00,72,54,58,72,52,7,603,21,42,2,6,4,12,7,14
54,13278,2020-11-26 21:00:00,63,63,75,55,39,5,483,17,34,1,3,4,12,10,20
55,15040,2020-11-26 21:00:00,71,71,91,67,48,10,996,28,55,4,12,2,6,5,10
56,15041,2020-11-26 21:00:00,68,68,85,55,39,8,730,30,60,4,11,3,9,4,7
57,15042,2020-11-26 21:00:00,70,68,85,70,51,6,539,28,56,2,6,2,4,5,9
58,15043,2020-11-26 21:00:00,68,68,85,68,49,10,986,30,60,4,10,3,8,6,12
59,15044,2020-11-26 21:00:00,88,75,99,88,65,6,594,29,57,3,8,2,5,5,9
60,15045,2020-11-26 21:00:00,73,65,79,73,53,6,580,27,54,3,9,1,3,4,8
61,15046,2020-11-26 21:00:00,67,66,82,67,48,6,554,25,50,3,7,4,10,7,14
62,15047,2020-11-26 21:00:00,70,70,90,70,51,6,534,28,56,3,9,2,6,5,10
63,15048,2020-11-26 21:00:00,77,69,87,77,56,6,564,30,60,4,10,2,6,5,9
64,15049,2020-11-26 21:00:00,69,69,88,62,44,9,866,36,72,5,15,2,4,3,6
65,15050,2020-11-26 21:00:00,69,69,87,69,50,9,877,34,67,5,13,3,8,5,10
66,15055,2020-11-26 21:00:00,77,68,85,77,56,5,456,39,78,5,14,5,14,9,17
67,15056,2020-11-26 21:00:00,93,73,95,93,69,10,922,21,41,6,16,3,9,7,14
68,15057,2020-11-26 21:00:00,74,73,95,74,54,2,161,25,49,6,18,4,12,5,10
69,15058,2020-11-26 21:00:00,70,70,90,55,39,6,558,34,68,3,9,2,6,9,18
70,15059,2020-11-26 21:00:00,70,70,89,62,44,8,761,31,62,5,13,4,11,7,13
71,15060,2020-11-26 21:00:00,63,63,76,62,44,7,616,27,54,4,10,2,6,5,9
72,15061,2020-11-26 21:00:00,70,70,89,65,47,7,673,34,68,3,8,1,3,3,6
73,15062,2020-11-26 21:00:00,68,68,85,65,47,7,656,30,60,3,8,2,5,5,10
74,15063,2020-11-26 21:00:00,79,66,82,79,58,5,457,26,52,4,11,3,9,7,14
75,15064,2020-11-26 21:00:00,72,72,94,65,47,9,896,31,61,3,8,2,6,5,10
76,15065,2020-11-26 21:00:00,68,68,85,63,45,13,1282,26,52,4,12,1,3,3,5
77,15066,2020-11-26 21:00:00,67,66,81,67,48,1,61,26,51,2,5,3,7,4,8
78,15067,2020-11-26 21:00:00,69,69,88,65,47,10,961,28,56,6,16,2,6,4,8
79,15068,2020-11-26 21:00:00,70,70,89,68,49,11,1036,32,64,8,23,2,6,5,9
80,15069,2020-11-26 21:00:00,69,69,87,62,44,11,1091,27,54,5,15,3,7,4,8
81,15070,2020-11-26 21:00:00,83,83,115,69,50,13,1284,31,61,8,22,2,5,3,6
82,15071,2020-11-26 21:00:00,69,69,88,59,42,12,1126,31,61,6,16,2,5,3,6
83,15072,2020-11-26 21:00:00,70,70,89,55,39,7,677,30,59,4,11,1,2,3,6
84,15073,2020-11-26 21:00:00,70,70,89,57,40,7,622,34,67,5,13,2,4,4,7
85,15074,2020-11-26 21:00:00,67,67,83,60,43,11,1035,29,57,4,10,2,6,5,10
86,15075,2020-11-26 21:00:00,69,68,85,69,50,7,664,33,65,4,12,1,2,3,5
87,15076,2020-11-26 21:00:00,67,67,83,59,42,6,599,28,55,4,12,1,3,3,5
88,15077,2020-11-26 21:00:00,61,61,72,57,40,9,802,28,55,4,12,3,8,6,11
89,15078,2020-11-26 21:00:00,29,,,,,7,610,29,58,1,3,3,8,7,14
90,15079,2020-11-26 21:00:00,65,65,80,54,38,11,1023,27,54,6,16,2,4,4,7
91,15080,2020-11-26 21:00:00,66,66,82,59,42,10,973,30,59,8,23,1,2,3,6
92,15081,2020-11-26 21:00:00,58,58,66,43,30,13,1220,29,57,7,21,2,4,10,19
93,15082,2020-11-26 21:00:00,63,63,76,52,36,11,1039,28,56,6,17,4,11,8,16
94,15083,2020-11-26 21:00:00,77,77,103,64,46,13,1259,28,55,10,29,2,5,3,6
95,15084,2020-11-26 21:00:00,58,58,66,49,34,9,810,33,65,4,10,3,7,7,13
96,15085,2020-11-26 21:00:00,63,63,75,52,36,11,1048,28,55,6,18,1,3,3,6
97,15086,2020-11-26 21:00:00,61,61,71,46,32,12,1172,30,60,5,14,2,5,6,11
98,15087,2020-11-26 21:00:00,67,67,83,49,34,10,990,25,50,11,32,2,5,6,11
99,15088,2020-11-26 21:00:00,57,57,63,52,36,8,731,24,48,3,9,1,3,5,9
100,15089,2020-11-26 21:00:00,61,61,72,58,41,13,1283,30,60,5,14,2,6,6,12
101,15090,2020-11-26 21:00:00,69,69,87,49,34,5,468,31,61,4,12,2,5,6,11
102,15091,2020-11-26 21:00:00,63,63,76,43,30,8,746,29,57,6,16,2,6,6,12
103,15095,2020-11-26 21:00:00,59,59,68,36,25,11,1093,33,66,6,16,3,8,8,15
104,15096,2020-11-26 21:00:00,77,77,103,54,38,7,613,29,58,8,22,1,3,5,10
105,15097,2020-11-26 21:00:00,67,67,84,42,29,10,921,28,56,6,17,4,10,9,18
106,15098,2020-11-26 21:00:00,50,50,50,26,18,10,937,22,44,6,16,2,4,10,19
107,15099,2020-11-26 21:00:00,55,55,60,33,23,5,414,26,52,9,26,4,11,10,20
108,15100,2020-11-26 21:00:00,71,71,92,69,50,10,933,26,52,5,13,3,7,6,12
109,15101,2020-11-26 21:00:00,69,69,87,60,43,11,1059,34,68,6,16,2,5,6,11
110,15102,2020-11-26 21:00:00,71,71,92,54,38,12,1102,29,57,5,15,2,6,6,12
111,15103,2020-11-26 21:00:00,59,59,68,48,33,11,1029,28,55,8,23,2,5,9,17
112,15104,2020-11-26 21:00:00,58,58,66,45,31,11,1091,30,59,13,37,2,5,10,19
