,SubID,time,MAXAQI,PM10Iaqi,PM10value,PM2_5Iaqi,PM2_5value,COIaqi,COvalue,NO2Iaqi,NO2value,SO2Iaqi,SO2value,O3_1Iaqi,O3_1value,O3_8Iaqi,O3_8value
0,1,2020-12-05 23:00:00,153,103,156,153,117,9,830,21,41,7,19,19,59,24,47
1,2,2020-12-05 23:00:00,127,94,138,127,96,6,549,12,23,5,14,24,75,29,58
2,3,2020-12-05 23:00:00,143,97,144,143,109,10,988,13,25,5,14,24,75,22,43
3,4,2020-12-05 23:00:00,155,98,145,155,118,12,1185,27,53,11,32,14,44,20,40
4,5,2020-12-05 23:00:00,143,87,124,143,109,11,1068,17,34,6,16,24,76,37,74
5,6,2020-12-05 23:00:00,140,89,127,140,107,9,877,19,37,4,11,24,75,24,48
6,7,2020-12-05 23:00:00,138,102,154,138,105,8,733,22,44,6,17,15,45,17,33
7,8,2020-12-05 23:00:00,142,100,149,142,108,10,938,19,38,6,17,,,27,53
8,362,2020-12-05 23:00:00,125,92,133,125,95,7,636,24,47,6,18,16,51,19,37
9,363,2020-12-05 23:00:00,132,90,129,132,100,8,707,10,19,4,10,23,72,36,72
10,364,2020-12-05 23:00:00,114,83,116,114,86,9,890,16,32,4,12,26,82,37,74
11,365,2020-12-05 23:00:00,103,79,107,103,77,7,670,16,31,4,12,24,76,28,56
12,366,2020-12-05 23:00:00,143,87,124,143,109,11,1083,26,51,4,11,19,59,11,21
13,368,2020-12-05 23:00:00,124,92,134,124,94,7,689,17,34,4,11,20,61,22,43
14,371,2020-12-05 23:00:00,108,76,101,108,81,5,438,9,18,5,13,20,62,33,66
15,9929,2020-12-05 23:00:00,155,107,164,155,118,11,1089,17,33,4,12,21,67,33,65
16,9930,2020-12-05 23:00:00,143,106,161,143,109,8,767,14,27,7,20,20,62,30,59
17,12110,2020-12-05 23:00:00,284,170,289,284,234,19,1847,32,63,12,35,3,9,12,23
18,12111,2020-12-05 23:00:00,251,170,290,251,201,23,2259,33,65,15,45,1,3,9,17
19,12112,2020-12-05 23:00:00,245,179,307,245,195,14,1375,36,71,7,20,1,2,7,13
20,12113,2020-12-05 23:00:00,209,144,237,209,159,21,2064,25,49,5,14,2,6,8,16
21,12114,2020-12-05 23:00:00,251,197,344,251,201,20,1965,35,69,16,46,3,8,10,19
22,12115,2020-12-05 23:00:00,193,138,226,193,145,15,1498,33,65,7,20,3,8,8,16
23,12116,2020-12-05 23:00:00,229,192,334,229,179,27,2629,31,62,14,41,2,5,7,13
24,12117,2020-12-05 23:00:00,183,112,173,183,138,13,1225,15,30,7,20,11,33,23,45
25,12118,2020-12-05 23:00:00,163,114,177,163,124,,,40,80,6,17,,,,
26,12119,2020-12-05 23:00:00,209,139,228,209,159,,,40,80,7,19,,,,
27,12120,2020-12-05 23:00:00,257,179,308,257,207,,,34,68,11,32,,,,
28,12151,2020-12-05 23:00:00,0,,,,,,,,,,,,,,
29,12152,2020-12-05 23:00:00,175,116,182,175,132,13,1288,38,76,9,26,5,16,19,37
30,12153,2020-12-05 23:00:00,203,147,243,203,153,15,1432,29,58,6,17,2,6,9,18
