,SubID,time,MAXAQI,PM10Iaqi,PM10value,PM2_5Iaqi,PM2_5value,COIaqi,COvalue,NO2Iaqi,NO2value,SO2Iaqi,SO2value,O3_1Iaqi,O3_1value,O3_8Iaqi,O3_8value
0,1,2020-11-02 18:00:00,61,61,72,22,15,4,310,30,60,3,9,5,14,24,47
1,2,2020-11-02 18:00:00,62,62,73,23,16,9,815,32,64,3,7,5,16,24,47
2,3,2020-11-02 18:00:00,59,59,67,19,13,7,698,30,59,2,6,6,17,23,46
3,4,2020-11-02 18:00:00,64,64,78,28,19,6,598,30,59,3,7,5,14,25,49
4,5,2020-11-02 18:00:00,52,52,53,16,11,6,580,34,67,4,10,5,14,25,49
5,6,2020-11-02 18:00:00,59,59,67,10,7,6,544,32,63,2,6,5,16,22,44
6,7,2020-11-02 18:00:00,56,56,61,8,5,5,427,28,56,3,8,5,13,24,48
7,8,2020-11-02 18:00:00,63,63,76,23,16,3,290,17,33,4,10,13,39,29,57
8,362,2020-11-02 18:00:00,76,76,101,25,17,6,595,27,54,3,7,7,21,24,47
9,363,2020-11-02 18:00:00,58,58,66,18,12,4,380,26,51,3,9,9,26,25,49
10,364,2020-11-02 18:00:00,59,59,68,19,13,7,629,26,52,3,7,9,26,25,50
11,365,2020-11-02 18:00:00,58,58,66,23,16,5,421,32,64,3,7,6,17,24,48
12,366,2020-11-02 18:00:00,72,72,94,23,16,5,408,38,75,3,9,3,9,24,47
13,368,2020-11-02 18:00:00,70,70,89,32,22,5,486,27,54,2,6,5,13,23,46
14,371,2020-11-02 18:00:00,61,61,71,16,11,5,498,14,28,2,6,16,49,31,61
15,9929,2020-11-02 18:00:00,76,76,102,28,19,9,827,27,53,2,6,9,26,28,56
16,9930,2020-11-02 18:00:00,75,75,100,25,17,7,685,20,40,3,8,9,26,23,45
17,12110,2020-11-02 18:00:00,80,80,110,39,27,5,422,19,37,4,11,10,29,29,57
18,12111,2020-11-02 18:00:00,87,87,124,49,34,10,989,20,40,5,13,10,30,27,53
19,12112,2020-11-02 18:00:00,97,97,144,60,43,8,792,28,55,5,15,5,16,28,56
20,12113,2020-11-02 18:00:00,79,79,108,10,7,8,722,13,25,3,9,14,42,33,65
21,12114,2020-11-02 18:00:00,81,81,111,25,17,9,874,24,48,3,9,13,39,29,58
22,12115,2020-11-02 18:00:00,145,145,240,30,21,6,560,23,45,3,8,9,28,31,61
23,12116,2020-11-02 18:00:00,85,85,120,23,16,11,1088,30,60,3,8,5,14,25,50
24,12117,2020-11-02 18:00:00,62,62,73,10,7,4,354,9,17,4,12,17,54,32,64
25,12118,2020-11-02 18:00:00,134,134,217,33,23,,,18,35,25,75,,,,
26,12119,2020-11-02 18:00:00,94,94,138,22,15,,,27,53,3,8,,,,
27,12120,2020-11-02 18:00:00,71,71,91,12,8,,,12,23,3,9,,,,
28,12151,2020-11-02 18:00:00,0,,,,,,,,,,,,,,
29,12152,2020-11-02 18:00:00,79,79,108,10,7,8,708,17,34,9,26,17,54,37,73
30,12153,2020-11-02 18:00:00,76,76,102,25,17,4,348,18,36,4,11,15,45,31,61
31,12154,2020-11-02 18:00:00,81,81,111,25,17,4,333,22,44,1,3,11,34,30,59
32,12155,2020-11-02 18:00:00,80,80,110,48,33,6,524,20,39,2,6,10,31,30,59
33,12492,2020-11-02 18:00:00,58,58,66,10,7,4,322,28,55,3,7,6,18,24,48
34,12493,2020-11-02 18:00:00,54,54,57,19,13,4,377,21,42,2,6,10,31,26,51
35,12494,2020-11-02 18:00:00,81,81,112,45,31,5,458,16,32,2,6,9,28,20,40
36,12495,2020-11-02 18:00:00,48,48,48,12,8,5,488,27,53,2,5,7,20,21,41
37,12572,2020-11-02 18:00:00,62,62,74,29,20,5,496,33,66,2,5,6,18,23,46
38,12573,2020-11-02 18:00:00,72,72,93,18,12,3,273,35,70,3,7,7,20,26,52
39,12574,2020-11-02 18:00:00,65,65,79,19,13,2,198,19,38,3,9,11,35,27,54
40,12575,2020-11-02 18:00:00,77,77,103,25,17,5,450,31,62,2,6,4,12,24,47
41,12576,2020-11-02 18:00:00,70,70,89,26,18,1,99,20,40,3,7,12,36,26,52
42,12577,2020-11-02 18:00:00,62,62,73,23,16,4,383,22,43,2,5,7,21,22,44
43,12578,2020-11-02 18:00:00,75,75,100,19,13,4,359,29,57,3,9,8,25,29,57
44,12579,2020-11-02 18:00:00,66,66,82,16,11,8,701,25,49,3,9,13,39,32,63
45,12672,2020-11-02 18:00:00,73,73,95,20,14,6,579,26,51,2,5,9,26,26,52
46,12792,2020-11-02 18:00:00,57,57,64,22,15,5,404,26,51,2,6,8,23,27,54
47,13271,2020-11-02 18:00:00,62,62,73,22,15,3,265,13,26,,,12,36,28,56
48,13272,2020-11-02 18:00:00,82,82,113,36,25,5,500,23,45,2,5,8,25,28,56
49,13273,2020-11-02 18:00:00,63,63,75,16,11,2,164,12,24,1,2,15,45,33,66
50,13274,2020-11-02 18:00:00,75,75,99,25,17,3,262,17,34,3,7,13,41,31,62
51,13275,2020-11-02 18:00:00,69,69,88,23,16,5,421,16,31,2,5,12,38,30,60
52,13276,2020-11-02 18:00:00,79,79,107,12,8,3,298,18,35,,,13,41,26,52
53,13277,2020-11-02 18:00:00,66,66,81,36,25,,,14,27,2,4,17,53,35,69
54,13278,2020-11-02 18:00:00,73,73,96,19,13,4,383,13,25,8,23,15,46,32,63
55,15040,2020-11-02 18:00:00,61,61,72,19,13,7,667,31,61,3,7,6,17,23,45
56,15041,2020-11-02 18:00:00,62,62,74,15,10,7,678,32,63,3,7,6,19,24,47
57,15042,2020-11-02 18:00:00,62,62,73,23,16,5,446,32,63,2,6,5,14,21,42
58,15043,2020-11-02 18:00:00,60,60,70,26,18,8,760,27,54,3,8,8,25,25,50
59,15044,2020-11-02 18:00:00,62,62,74,26,18,5,449,33,65,2,5,6,18,23,45
60,15045,2020-11-02 18:00:00,57,57,63,19,13,5,423,35,69,3,7,5,14,24,47
61,15046,2020-11-02 18:00:00,64,64,77,19,13,5,433,30,59,3,8,5,15,24,47
62,15047,2020-11-02 18:00:00,66,66,81,25,17,7,636,34,67,6,16,5,16,24,47
63,15048,2020-11-02 18:00:00,57,57,63,19,13,3,275,32,64,3,7,5,14,23,46
64,15049,2020-11-02 18:00:00,55,55,60,12,8,8,746,35,69,3,7,6,17,25,50
65,15050,2020-11-02 18:00:00,56,56,62,16,11,7,681,35,70,4,10,6,17,25,50
66,15055,2020-11-02 18:00:00,56,56,62,13,9,9,872,33,65,4,11,11,34,28,56
67,15056,2020-11-02 18:00:00,64,64,77,19,13,5,468,7,14,3,9,18,55,32,64
68,15057,2020-11-02 18:00:00,63,63,76,28,19,12,1182,17,33,1,3,13,39,28,55
69,15058,2020-11-02 18:00:00,61,61,71,20,14,6,524,34,68,3,7,7,20,27,53
70,15059,2020-11-02 18:00:00,57,57,63,29,20,7,682,37,73,3,8,5,16,25,50
71,15060,2020-11-02 18:00:00,54,54,57,23,16,5,433,34,68,2,6,6,18,22,44
72,15061,2020-11-02 18:00:00,57,57,63,13,9,5,451,34,67,2,5,6,17,24,47
73,15062,2020-11-02 18:00:00,54,54,57,13,9,7,676,31,62,2,5,6,18,21,42
74,15063,2020-11-02 18:00:00,59,59,67,13,9,4,394,28,56,1,3,8,23,25,49
75,15064,2020-11-02 18:00:00,56,56,62,12,8,5,427,35,70,3,7,5,13,23,46
76,15065,2020-11-02 18:00:00,80,80,110,50,35,13,1202,31,61,4,11,5,15,21,41
77,15066,2020-11-02 18:00:00,55,55,59,22,15,3,239,31,62,2,5,7,21,26,52
78,15067,2020-11-02 18:00:00,57,57,64,18,12,8,773,29,57,4,10,7,22,26,51
79,15068,2020-11-02 18:00:00,63,63,76,13,9,9,853,32,64,4,12,7,21,25,49
80,15069,2020-11-02 18:00:00,58,58,66,12,8,7,653,22,44,4,11,11,34,29,58
81,15070,2020-11-02 18:00:00,80,80,109,28,19,10,950,35,70,5,13,4,10,18,35
82,15071,2020-11-02 18:00:00,72,72,93,22,15,8,775,33,66,4,10,5,14,20,40
83,15072,2020-11-02 18:00:00,63,63,76,16,11,5,443,33,66,3,7,4,12,23,45
84,15073,2020-11-02 18:00:00,53,53,55,10,7,5,409,34,68,2,6,5,16,23,46
85,15074,2020-11-02 18:00:00,65,65,80,19,13,7,655,29,58,2,6,5,16,23,46
86,15075,2020-11-02 18:00:00,59,59,67,18,12,5,481,36,72,2,6,4,10,21,42
87,15076,2020-11-02 18:00:00,58,58,65,10,7,4,372,30,59,2,5,6,18,21,42
88,15077,2020-11-02 18:00:00,52,52,54,22,15,5,497,31,61,3,7,6,17,24,48
89,15078,2020-11-02 18:00:00,61,61,71,15,10,4,384,32,64,2,6,9,26,24,47
90,15079,2020-11-02 18:00:00,62,62,73,18,12,8,706,30,59,4,10,6,19,25,49
