,SubID,time,MAXAQI,PM10Iaqi,PM10value,PM2_5Iaqi,PM2_5value,COIaqi,COvalue,NO2Iaqi,NO2value,SO2Iaqi,SO2value,O3_1Iaqi,O3_1value,O3_8Iaqi,O3_8value
0,1,2020-12-31 22:00:00,64,64,78,59,42,,,14,28,8,22,14,42,17,33
1,2,2020-12-31 22:00:00,52,52,54,33,23,5,461,14,27,6,16,16,50,18,36
2,3,2020-12-31 22:00:00,59,59,67,52,36,11,1031,16,31,6,16,12,37,15,30
3,4,2020-12-31 22:00:00,0,,,,,,,,,,,,,,
4,5,2020-12-31 22:00:00,53,53,56,42,29,7,618,13,26,8,23,14,44,27,53
5,6,2020-12-31 22:00:00,48,48,48,33,23,8,732,12,23,4,12,16,50,19,37
6,7,2020-12-31 22:00:00,65,65,79,48,33,8,723,20,39,8,22,10,31,13,25
7,8,2020-12-31 22:00:00,65,65,79,50,35,8,729,15,30,7,19,14,42,21,41
8,362,2020-12-31 22:00:00,0,,,,,,,,,,,,,,
9,363,2020-12-31 22:00:00,55,55,59,46,32,5,469,12,24,6,17,16,50,25,49
10,364,2020-12-31 22:00:00,49,49,49,32,22,6,528,11,21,5,13,20,63,27,53
11,365,2020-12-31 22:00:00,31,31,31,26,18,6,516,12,24,4,12,18,55,23,45
12,366,2020-12-31 22:00:00,41,41,41,22,15,6,581,20,40,6,16,11,35,16,32
13,368,2020-12-31 22:00:00,60,60,70,50,35,6,595,18,36,6,16,11,33,12,23
14,371,2020-12-31 22:00:00,19,15,15,13,9,5,496,3,5,2,6,19,59,26,51
15,9929,2020-12-31 22:00:00,50,50,50,39,27,11,1098,23,46,4,11,10,30,17,34
16,9930,2020-12-31 22:00:00,58,58,65,36,25,8,720,17,34,4,10,11,33,14,28
17,12110,2020-12-31 22:00:00,102,82,113,102,76,10,914,31,61,11,32,2,5,9,17
18,12111,2020-12-31 22:00:00,94,77,103,94,70,9,875,25,50,9,27,6,19,12,24
19,12112,2020-12-31 22:00:00,105,102,154,105,79,14,1385,38,75,8,24,3,8,13,26
20,12113,2020-12-31 22:00:00,169,112,173,169,128,22,2102,22,44,9,26,5,16,11,21
21,12114,2020-12-31 22:00:00,152,115,179,152,116,22,2169,36,72,20,58,2,5,13,25
22,12115,2020-12-31 22:00:00,195,162,273,195,146,22,2121,29,57,12,36,3,9,10,20
23,12116,2020-12-31 22:00:00,138,91,132,138,105,16,1508,30,60,51,156,2,5,8,16
24,12117,2020-12-31 22:00:00,80,73,95,80,59,13,1256,23,46,9,26,5,15,15,29
25,12118,2020-12-31 22:00:00,70,66,82,70,51,,,30,60,12,36,,,,
26,12119,2020-12-31 22:00:00,114,94,137,114,86,,,28,56,7,21,,,,
27,12120,2020-12-31 22:00:00,79,73,95,79,58,,,27,54,12,34,,,,
28,12151,2020-12-31 22:00:00,0,,,,,,,,,,,,,,
29,12152,2020-12-31 22:00:00,67,67,83,54,38,10,943,30,59,17,49,7,21,15,29
30,12153,2020-12-31 22:00:00,127,115,179,127,96,14,1324,29,58,8,24,2,4,9,18
31,12154,2020-12-31 22:00:00,119,110,169,119,90,15,1474,18,36,6,18,2,4,8,16
32,12155,2020-12-31 22:00:00,0,,,,,,,,,,,,,,
33,12492,2020-12-31 22:00:00,62,62,73,53,37,6,520,29,57,9,26,5,13,11,22
34,12493,2020-12-31 22:00:00,46,46,46,30,21,5,439,11,21,5,14,18,55,23,46
35,12494,2020-12-31 22:00:00,50,50,50,39,27,7,629,9,17,5,15,12,38,19,38
36,12495,2020-12-31 22:00:00,45,42,42,45,31,6,512,10,20,5,14,14,44,18,36
37,12572,2020-12-31 22:00:00,38,38,38,35,24,6,595,18,36,3,8,12,38,15,30
38,12573,2020-12-31 22:00:00,26,26,26,9,6,5,417,12,23,4,10,20,63,28,55
39,12574,2020-12-31 22:00:00,73,73,95,69,50,11,1015,36,71,12,35,2,4,7,14
40,12575,2020-12-31 22:00:00,68,68,85,46,32,7,669,30,60,8,24,,,27,53
