,SubID,time,MAXAQI,PM10Iaqi,PM10value,PM2_5Iaqi,PM2_5value,COIaqi,COvalue,NO2Iaqi,NO2value,SO2Iaqi,SO2value,O3_1Iaqi,O3_1value,O3_8Iaqi,O3_8value
0,1,2020-11-13 19:00:00,159,135,219,159,121,12,1119,51,101,6,16,8,25,37,73
1,2,2020-11-13 19:00:00,0,,,,,,,,,,,,,,
2,3,2020-11-13 19:00:00,139,130,210,139,106,14,1391,51,102,5,14,10,30,42,84
3,4,2020-11-13 19:00:00,168,131,212,168,127,13,1231,52,103,5,13,8,23,42,84
4,5,2020-11-13 19:00:00,140,114,178,140,107,14,1330,30,60,6,16,27,85,51,101
5,6,2020-11-13 19:00:00,130,130,209,128,97,12,1156,59,118,4,12,7,20,43,86
6,7,2020-11-13 19:00:00,124,124,197,124,94,12,1101,47,94,5,14,11,34,41,82
7,8,2020-11-13 19:00:00,145,124,198,145,111,10,953,33,66,5,14,21,65,46,91
8,362,2020-11-13 19:00:00,149,149,248,143,109,14,1378,57,114,6,16,4,10,34,68
9,363,2020-11-13 19:00:00,147,122,193,147,112,10,920,20,39,4,12,32,102,60,112
10,364,2020-11-13 19:00:00,148,119,188,148,113,12,1169,29,57,5,14,28,87,66,119
11,365,2020-11-13 19:00:00,155,136,221,155,118,13,1213,55,109,4,11,7,22,40,79
12,366,2020-11-13 19:00:00,128,115,180,128,97,11,1039,50,99,5,13,13,41,46,91
13,368,2020-11-13 19:00:00,142,136,221,142,108,12,1112,47,93,3,9,8,25,38,75
14,371,2020-11-13 19:00:00,107,103,156,107,80,9,884,14,28,4,12,39,122,76,131
15,9929,2020-11-13 19:00:00,137,126,201,137,104,12,1114,37,73,5,14,18,56,48,95
16,9930,2020-11-13 19:00:00,116,116,182,112,84,14,1317,25,50,6,18,20,62,45,90
17,12110,2020-11-13 19:00:00,195,135,220,195,146,8,737,23,46,10,29,24,74,80,135
18,12111,2020-11-13 19:00:00,232,174,298,232,182,19,1856,52,104,15,44,10,30,48,96
19,12112,2020-11-13 19:00:00,162,136,221,162,123,11,1084,34,68,4,11,24,74,67,120
20,12113,2020-11-13 19:00:00,206,146,241,206,156,16,1572,31,62,5,15,23,71,60,111
21,12114,2020-11-13 19:00:00,208,153,255,208,158,13,1239,42,83,5,15,15,46,62,114
22,12115,2020-11-13 19:00:00,219,155,259,219,169,13,1267,27,53,5,13,22,69,60,111
23,12116,2020-11-13 19:00:00,0,,,,,,,,,,,,,84,140
24,12117,2020-11-13 19:00:00,152,109,168,152,116,10,941,14,28,4,10,32,100,79,134
25,12118,2020-11-13 19:00:00,179,134,218,179,135,,,24,48,4,10,,,,
26,12119,2020-11-13 19:00:00,247,187,323,247,197,,,27,54,5,13,,,,
27,12120,2020-11-13 19:00:00,182,141,231,182,137,,,44,87,8,23,,,,
28,12151,2020-11-13 19:00:00,0,,,,,,,,,,,,,,
29,12152,2020-11-13 19:00:00,165,125,199,165,125,12,1160,19,37,5,14,35,109,92,150
30,12153,2020-11-13 19:00:00,205,139,227,205,155,12,1176,32,63,3,9,21,65,64,116
31,12154,2020-11-13 19:00:00,212,140,229,212,162,12,1162,25,49,2,5,25,80,76,131
