,SubID,time,MAXAQI,PM10Iaqi,PM10value,PM2_5Iaqi,PM2_5value,COIaqi,COvalue,NO2Iaqi,NO2value,SO2Iaqi,SO2value,O3_1Iaqi,O3_1value,O3_8Iaqi,O3_8value
0,1,2021-01-02 08:00:00,79,73,96,79,58,22,2172,28,55,18,53,4,10,5,9
1,2,2021-01-02 08:00:00,51,51,51,39,27,11,1060,33,66,6,16,3,7,3,6
2,3,2021-01-02 08:00:00,97,97,144,82,60,26,2584,29,57,9,26,2,6,3,5
3,4,2021-01-02 08:00:00,0,,,,,,,,,,,,,,
4,5,2021-01-02 08:00:00,41,41,41,35,24,7,688,21,42,7,19,10,30,13,25
5,6,2021-01-02 08:00:00,49,49,49,29,20,9,874,35,69,5,14,4,10,5,10
6,7,2021-01-02 08:00:00,77,77,103,69,50,17,1684,30,59,12,34,3,7,3,5
7,8,2021-01-02 08:00:00,59,59,68,59,42,11,1013,27,53,6,17,5,15,10,19
8,362,2021-01-02 08:00:00,0,,,,,,,,,,,,,,
9,363,2021-01-02 08:00:00,46,46,46,29,20,4,367,12,24,4,10,15,48,15,30
10,364,2021-01-02 08:00:00,35,35,35,19,13,5,469,7,14,4,11,22,69,35,70
11,365,2021-01-02 08:00:00,50,50,50,30,21,6,593,24,47,5,13,9,27,11,21
12,366,2021-01-02 08:00:00,77,77,103,45,31,8,791,32,64,7,19,4,11,6,11
13,368,2021-01-02 08:00:00,73,73,96,52,36,13,1237,30,59,7,20,3,8,3,6
14,371,2021-01-02 08:00:00,48,48,48,25,17,6,568,6,12,5,14,20,63,32,64
15,9929,2021-01-02 08:00:00,62,62,74,46,32,16,1506,31,61,6,17,5,13,5,10
16,9930,2021-01-02 08:00:00,70,64,77,70,51,18,1758,33,66,6,16,3,8,3,6
17,12110,2021-01-02 08:00:00,213,123,195,213,163,19,1876,22,44,17,51,3,7,2,4
18,12111,2021-01-02 08:00:00,296,296,417,280,230,44,4392,30,59,37,111,3,7,3,5
19,12112,2021-01-02 08:00:00,0,,,,,,,,,,,,,4,7
20,12113,2021-01-02 08:00:00,189,118,186,189,142,28,2776,22,44,17,50,6,19,8,15
21,12114,2021-01-02 08:00:00,192,124,198,192,144,27,2616,30,59,20,60,2,6,2,4
22,12115,2021-01-02 08:00:00,156,122,194,156,119,23,2235,24,48,13,38,5,15,5,10
23,12116,2021-01-02 08:00:00,185,121,191,185,139,27,2686,36,71,25,73,,,,
24,12117,2021-01-02 08:00:00,97,71,91,97,72,17,1651,17,34,5,13,3,9,3,5
25,12118,2021-01-02 08:00:00,109,82,114,109,82,,,25,50,8,23,,,,
26,12119,2021-01-02 08:00:00,214,165,279,214,164,,,29,57,11,32,,,,
27,12120,2021-01-02 08:00:00,137,93,136,137,104,,,21,41,6,17,,,,
28,12151,2021-01-02 08:00:00,0,,,,,,,,,,,,,,
29,12152,2021-01-02 08:00:00,79,71,92,79,58,13,1290,22,43,6,18,7,21,9,18
30,12153,2021-01-02 08:00:00,118,82,114,118,89,26,2596,28,55,12,35,2,5,2,3
31,12154,2021-01-02 08:00:00,124,96,141,124,94,20,1957,18,35,6,17,2,6,2,4
32,12155,2021-01-02 08:00:00,0,,,,,,,,,,,,,,
33,12492,2021-01-02 08:00:00,94,88,125,94,70,17,1660,33,66,16,48,2,4,2,4
34,12493,2021-01-02 08:00:00,0,,,,,,,,,,,,,,
35,12494,2021-01-02 08:00:00,200,136,222,200,150,40,3947,32,63,71,296,7,21,6,12
36,12495,2021-01-02 08:00:00,32,32,32,30,21,5,447,20,39,3,8,7,22,16,31
37,12572,2021-01-02 08:00:00,40,40,40,23,16,7,612,25,50,3,7,6,19,19,37
38,12573,2021-01-02 08:00:00,32,32,32,22,15,6,504,10,19,4,11,23,73,28,56
39,12574,2021-01-02 08:00:00,211,141,231,211,161,33,3204,33,65,37,111,3,9,4,7
40,12575,2021-01-02 08:00:00,110,109,167,110,83,24,2347,28,56,21,61,3,7,3,5
41,12576,2021-01-02 08:00:00,179,127,204,179,135,22,2101,37,74,35,103,2,6,2,4
42,12577,2021-01-02 08:00:00,170,106,162,170,129,22,2130,30,60,30,89,3,8,3,6
43,12578,2021-01-02 08:00:00,102,95,139,102,76,20,1948,29,57,11,32,5,13,4,8
