,SubID,time,MAXAQI,PM10Iaqi,PM10value,PM2_5Iaqi,PM2_5value,COIaqi,COvalue,NO2Iaqi,NO2value,SO2Iaqi,SO2value,O3_1Iaqi,O3_1value,O3_8Iaqi,O3_8value
0,1,2020-10-28 09:00:00,97,97,144,72,52,12,1120,26,52,11,32,8,25,4,8
1,2,2020-10-28 09:00:00,94,94,137,60,43,16,1582,28,56,10,28,10,29,4,8
2,3,2020-10-28 09:00:00,96,96,141,73,53,14,1385,29,57,10,29,6,18,3,6
3,4,2020-10-28 09:00:00,75,75,100,43,30,13,1206,28,55,,,9,27,4,7
4,5,2020-10-28 09:00:00,58,58,66,32,22,17,1620,26,51,11,31,11,34,10,20
5,6,2020-10-28 09:00:00,75,75,99,42,29,19,1807,29,57,10,28,11,33,5,9
6,7,2020-10-28 09:00:00,94,94,137,60,43,12,1158,28,56,11,31,8,23,4,7
7,8,2020-10-28 09:00:00,89,89,127,57,40,15,1457,32,64,9,27,5,13,3,5
8,362,2020-10-28 09:00:00,92,92,133,48,33,14,1355,27,53,10,28,5,16,2,4
9,363,2020-10-28 09:00:00,69,69,87,35,24,18,1727,22,43,10,29,13,39,12,24
10,364,2020-10-28 09:00:00,71,71,92,36,25,19,1898,27,53,12,35,12,36,13,26
11,365,2020-10-28 09:00:00,73,73,96,40,28,24,2340,29,58,14,42,9,27,5,10
12,366,2020-10-28 09:00:00,86,86,122,48,33,21,2082,32,63,10,29,9,27,3,6
13,368,2020-10-28 09:00:00,79,79,107,46,32,12,1197,32,64,9,25,7,22,4,7
14,371,2020-10-28 09:00:00,39,39,39,,,6,572,12,23,4,10,20,64,30,60
15,9929,2020-10-28 09:00:00,72,72,94,40,28,13,1275,30,59,20,58,13,39,6,11
16,9930,2020-10-28 09:00:00,0,,,,,,,,,,,,,,
17,12110,2020-10-28 09:00:00,66,66,82,43,30,1,21,19,38,7,21,13,41,14,27
18,12111,2020-10-28 09:00:00,71,71,91,48,33,10,974,19,38,7,21,9,27,7,14
19,12112,2020-10-28 09:00:00,65,65,80,25,17,6,592,22,44,7,19,14,43,14,27
20,12113,2020-10-28 09:00:00,60,59,67,60,43,11,1088,15,30,5,14,,,13,25
21,12114,2020-10-28 09:00:00,73,73,95,30,21,7,637,26,51,4,10,10,32,9,18
22,12115,2020-10-28 09:00:00,57,57,64,22,15,6,588,10,20,4,11,19,58,15,29
23,12116,2020-10-28 09:00:00,75,75,99,39,27,15,1488,27,54,6,16,8,24,9,18
24,12117,2020-10-28 09:00:00,50,50,50,26,18,6,507,11,21,8,23,18,57,11,22
25,12118,2020-10-28 09:00:00,59,59,67,28,19,,,13,25,4,11,,,,
26,12119,2020-10-28 09:00:00,93,93,135,58,41,,,51,102,5,15,,,,
27,12120,2020-10-28 09:00:00,77,77,103,49,34,,,21,42,11,32,,,,
28,12151,2020-10-28 09:00:00,0,,,,,,,,,,,,,,
29,12152,2020-10-28 09:00:00,61,61,72,19,13,8,728,19,37,5,14,16,50,17,33
30,12153,2020-10-28 09:00:00,73,73,95,39,27,7,611,20,39,5,13,12,38,12,24
31,12154,2020-10-28 09:00:00,67,67,83,36,25,7,602,14,27,2,6,15,47,13,26
32,12155,2020-10-28 09:00:00,70,70,90,38,26,10,986,24,47,4,11,9,26,10,19
