,SubID,time,MAXAQI,PM10Iaqi,PM10value,PM2_5Iaqi,PM2_5value,COIaqi,COvalue,NO2Iaqi,NO2value,SO2Iaqi,SO2value,O3_1Iaqi,O3_1value,O3_8Iaqi,O3_8value
0,1,2020-10-27 21:00:00,83,83,116,35,24,3,278,31,62,4,10,2,6,12,23
1,2,2020-10-27 21:00:00,83,83,116,33,23,9,827,32,64,5,14,4,11,13,26
2,3,2020-10-27 21:00:00,84,84,117,33,23,6,553,27,54,3,8,4,12,13,26
3,4,2020-10-27 21:00:00,81,81,111,35,24,7,646,33,66,3,9,4,10,16,31
4,5,2020-10-27 21:00:00,69,69,88,39,27,8,762,36,72,4,11,3,7,15,30
5,6,2020-10-27 21:00:00,84,84,118,38,26,6,534,37,74,5,14,2,5,15,29
6,7,2020-10-27 21:00:00,80,80,109,29,20,4,320,32,63,4,10,2,6,13,26
7,8,2020-10-27 21:00:00,81,81,112,29,20,9,852,31,61,4,12,6,17,17,33
8,362,2020-10-27 21:00:00,79,79,107,26,18,5,458,28,56,3,8,4,10,9,17
9,363,2020-10-27 21:00:00,82,82,114,33,23,7,648,38,76,4,10,3,8,15,30
10,364,2020-10-27 21:00:00,77,77,103,30,21,7,631,37,74,4,10,3,8,17,34
11,365,2020-10-27 21:00:00,84,84,117,33,23,6,535,37,74,5,14,2,5,15,30
12,366,2020-10-27 21:00:00,107,107,163,48,33,6,577,43,85,6,17,1,3,16,31
13,368,2020-10-27 21:00:00,77,77,103,26,18,6,574,33,66,4,11,4,12,12,23
14,371,2020-10-27 21:00:00,91,91,132,,,11,1073,18,36,7,21,20,64,34,68
15,9929,2020-10-27 21:00:00,98,98,145,40,28,11,1051,39,77,6,16,3,8,23,46
16,9930,2020-10-27 21:00:00,81,81,112,43,30,11,1086,30,60,8,23,5,16,19,38
17,12110,2020-10-27 21:00:00,90,90,130,59,42,3,229,29,58,6,16,6,19,30,60
18,12111,2020-10-27 21:00:00,110,110,170,84,62,14,1386,27,54,11,32,1,3,19,38
19,12112,2020-10-27 21:00:00,94,94,138,48,33,7,618,33,65,5,15,7,20,29,58
20,12113,2020-10-27 21:00:00,77,77,104,39,27,10,970,29,57,6,17,5,15,27,54
21,12114,2020-10-27 21:00:00,76,76,101,57,40,7,690,31,62,5,14,5,13,23,46
22,12115,2020-10-27 21:00:00,96,96,142,64,46,9,849,30,59,5,14,8,24,23,45
23,12116,2020-10-27 21:00:00,116,116,181,67,48,101,10114,37,74,7,20,1,2,21,41
24,12117,2020-10-27 21:00:00,72,72,93,39,27,6,583,17,34,7,19,12,38,36,71
25,12118,2020-10-27 21:00:00,105,105,159,59,42,,,27,54,15,45,,,,
26,12119,2020-10-27 21:00:00,119,119,188,62,44,,,61,122,4,12,,,,
27,12120,2020-10-27 21:00:00,84,84,118,42,29,,,31,62,6,16,,,,
28,12151,2020-10-27 21:00:00,0,,,,,,,,,,,,,,
29,12152,2020-10-27 21:00:00,97,97,143,52,36,18,1706,38,76,10,28,8,24,24,48
30,12153,2020-10-27 21:00:00,74,74,97,40,28,7,621,26,52,6,17,9,28,29,58
31,12154,2020-10-27 21:00:00,79,79,108,43,30,7,698,21,41,3,8,9,28,25,50
32,12155,2020-10-27 21:00:00,74,74,97,42,29,9,896,25,50,5,14,8,24,27,53
33,12492,2020-10-27 21:00:00,77,77,104,32,22,7,621,30,60,3,7,2,6,15,30
