,SubID,time,MAXAQI,PM10Iaqi,PM10value,PM2_5Iaqi,PM2_5value,COIaqi,COvalue,NO2Iaqi,NO2value,SO2Iaqi,SO2value,O3_1Iaqi,O3_1value,O3_8Iaqi,O3_8value
0,1,2020-12-26 16:00:00,100,86,122,100,75,9,886,30,59,9,26,21,67,32,64
1,2,2020-12-26 16:00:00,87,63,76,87,64,8,782,33,66,7,19,21,65,35,70
2,3,2020-12-26 16:00:00,73,67,84,73,53,14,1328,34,68,9,26,21,66,31,62
3,4,2020-12-26 16:00:00,0,,,,,,,,,,,,,,
4,5,2020-12-26 16:00:00,84,68,85,84,62,13,1206,26,51,7,20,28,87,55,106
5,6,2020-12-26 16:00:00,64,57,64,64,46,11,1078,31,62,7,19,23,72,41,81
6,7,2020-12-26 16:00:00,95,87,123,95,71,11,1057,29,58,8,22,21,66,42,84
7,8,2020-12-26 16:00:00,123,101,151,123,93,9,889,22,44,8,22,27,85,45,90
8,362,2020-12-26 16:00:00,0,,,,,,,,,,,,,,
9,363,2020-12-26 16:00:00,98,83,115,98,73,9,839,17,34,6,17,30,94,54,104
10,364,2020-12-26 16:00:00,78,65,79,78,57,6,551,19,37,5,14,34,106,70,123
11,365,2020-12-26 16:00:00,84,69,88,84,62,9,808,21,42,5,14,30,93,45,90
12,366,2020-12-26 16:00:00,155,111,172,155,118,13,1219,52,104,9,26,18,57,43,86
13,368,2020-12-26 16:00:00,107,97,144,107,80,9,897,31,61,7,21,19,58,31,62
14,371,2020-12-26 16:00:00,77,75,99,77,56,9,837,17,33,5,15,26,82,43,85
15,9929,2020-12-26 16:00:00,137,108,165,137,104,16,1590,31,61,8,22,26,82,58,109
16,9930,2020-12-26 16:00:00,132,105,160,132,100,13,1277,29,57,10,28,22,69,43,86
17,12110,2020-12-26 16:00:00,242,154,257,242,192,12,1162,37,73,15,43,14,44,24,48
18,12111,2020-12-26 16:00:00,24,,,,,8,767,24,47,,,22,70,26,51
19,12112,2020-12-26 16:00:00,145,118,186,145,111,14,1379,53,105,11,32,19,58,30,59
20,12113,2020-12-26 16:00:00,123,123,196,105,79,20,1916,37,74,9,26,17,54,38,75
21,12114,2020-12-26 16:00:00,140,109,168,140,107,12,1157,38,76,16,47,20,64,22,43
22,12115,2020-12-26 16:00:00,102,98,145,102,76,38,3720,37,73,15,43,17,54,30,60
23,12116,2020-12-26 16:00:00,113,105,159,113,85,12,1154,,,6,16,,,31,61
24,12117,2020-12-26 16:00:00,130,98,146,130,99,14,1389,23,46,9,27,23,73,31,62
25,12118,2020-12-26 16:00:00,79,77,103,79,58,,,22,44,5,15,,,,
26,12119,2020-12-26 16:00:00,143,125,199,143,109,,,46,91,7,20,,,,
27,12120,2020-12-26 16:00:00,205,138,225,205,155,,,34,67,11,33,,,,
28,12151,2020-12-26 16:00:00,0,,,,,,,,,,,,,,
29,12152,2020-12-26 16:00:00,79,79,108,72,52,9,812,26,51,5,14,21,65,31,62
30,12153,2020-12-26 16:00:00,127,100,150,127,96,13,1231,36,71,9,26,14,42,24,48
31,12154,2020-12-26 16:00:00,120,103,156,120,91,10,968,35,69,6,18,14,44,26,52
32,12155,2020-12-26 16:00:00,0,,,,,,,,,,,,,,
33,12492,2020-12-26 16:00:00,99,83,116,99,74,9,874,31,62,10,28,18,56,29,58
34,12493,2020-12-26 16:00:00,89,70,89,89,66,7,662,22,44,5,15,30,94,54,104
35,12494,2020-12-26 16:00:00,95,79,107,95,71,16,1515,33,65,25,75,15,45,34,68
36,12495,2020-12-26 16:00:00,70,63,76,70,51,8,784,16,31,4,11,20,63,43,86
