,SubID,time,MAXAQI,PM10Iaqi,PM10value,PM2_5Iaqi,PM2_5value,COIaqi,COvalue,NO2Iaqi,NO2value,SO2Iaqi,SO2value,O3_1Iaqi,O3_1value,O3_8Iaqi,O3_8value
0,1,2020-10-29 16:00:00,87,87,123,78,57,14,1369,43,85,,,4,12,6,11
1,2,2020-10-29 16:00:00,91,91,131,73,53,21,2001,49,97,13,37,4,10,6,11
2,3,2020-10-29 16:00:00,87,87,124,85,63,,,46,92,15,44,4,10,4,8
3,4,2020-10-29 16:00:00,94,94,137,89,66,,,46,92,11,33,3,8,8,16
4,5,2020-10-29 16:00:00,79,79,107,70,51,21,2018,47,93,9,25,3,9,11,22
5,6,2020-10-29 16:00:00,84,84,118,69,50,17,1640,50,100,9,27,3,8,5,9
6,7,2020-10-29 16:00:00,85,85,120,67,48,15,1448,43,85,11,33,4,10,5,9
7,8,2020-10-29 16:00:00,84,84,118,64,46,11,1087,39,78,6,16,3,8,11,22
8,362,2020-10-29 16:00:00,107,107,164,85,63,16,1575,43,86,15,43,3,8,3,6
9,363,2020-10-29 16:00:00,84,84,118,77,56,15,1477,44,87,6,18,3,7,12,24
10,364,2020-10-29 16:00:00,81,81,112,77,56,21,2058,47,94,9,25,3,8,14,28
11,365,2020-10-29 16:00:00,44,,,,,16,1529,44,88,8,23,3,7,7,13
12,366,2020-10-29 16:00:00,108,101,152,108,81,17,1664,50,99,9,27,3,9,5,9
13,368,2020-10-29 16:00:00,104,99,147,104,78,17,1689,38,76,10,28,4,10,5,10
14,371,2020-10-29 16:00:00,52,52,53,25,17,7,622,8,15,3,9,28,89,41,81
15,9929,2020-10-29 16:00:00,99,97,143,99,74,19,1850,49,98,7,20,5,14,14,28
16,9930,2020-10-29 16:00:00,99,99,148,87,64,19,1836,41,81,7,21,2,6,11,22
17,12110,2020-10-29 16:00:00,75,75,100,73,53,7,672,12,24,6,17,23,72,27,54
18,12111,2020-10-29 16:00:00,86,86,121,75,55,14,1345,31,61,7,21,9,28,17,33
19,12112,2020-10-29 16:00:00,83,83,115,62,44,14,1353,41,81,6,18,13,39,20,39
