,SubID,time,MAXAQI,PM10Iaqi,PM10value,PM2_5Iaqi,PM2_5value,COIaqi,COvalue,NO2Iaqi,NO2value,SO2Iaqi,SO2value,O3_1Iaqi,O3_1value,O3_8Iaqi,O3_8value
0,1,2020-12-25 08:00:00,75,75,99,60,43,6,518,21,41,8,24,15,48,18,35
1,2,2020-12-25 08:00:00,77,77,104,58,41,7,673,19,38,7,19,19,60,19,37
2,3,2020-12-25 08:00:00,72,72,93,60,43,12,1180,18,36,6,18,17,53,10,20
3,4,2020-12-25 08:00:00,0,,,,,,,,,,,,,,
4,5,2020-12-25 08:00:00,65,65,80,54,38,12,1121,16,32,8,23,22,68,32,63
5,6,2020-12-25 08:00:00,64,64,78,57,40,10,984,17,33,7,19,20,62,30,60
6,7,2020-12-25 08:00:00,70,70,90,49,34,10,954,21,42,8,24,13,41,16,32
7,8,2020-12-25 08:00:00,73,73,96,64,46,8,737,13,26,7,20,19,60,26,52
8,362,2020-12-25 08:00:00,0,,,,,,,,,,,,,,
9,363,2020-12-25 08:00:00,0,,,,,,,,,,,,,,
10,364,2020-12-25 08:00:00,74,74,98,69,50,12,1182,14,27,6,18,19,59,31,61
11,365,2020-12-25 08:00:00,74,73,95,74,54,8,795,14,28,6,18,20,64,28,56
12,366,2020-12-25 08:00:00,79,79,108,68,49,8,800,20,40,8,24,17,53,24,48
13,368,2020-12-25 08:00:00,84,84,118,69,50,9,812,28,55,6,18,10,32,18,36
14,371,2020-12-25 08:00:00,73,73,95,57,40,9,876,13,26,6,16,14,42,28,56
15,9929,2020-12-25 08:00:00,65,65,80,49,34,14,1316,17,33,6,18,21,65,32,64
16,9930,2020-12-25 08:00:00,70,70,89,52,36,11,1006,16,31,9,26,16,49,24,48
17,12110,2020-12-25 08:00:00,132,99,148,132,100,12,1145,22,44,17,50,5,13,4,7
18,12111,2020-12-25 08:00:00,178,137,223,178,134,17,1621,28,55,33,99,2,6,3,5
19,12112,2020-12-25 08:00:00,99,99,147,95,71,17,1613,40,80,11,31,4,12,5,9
20,12113,2020-12-25 08:00:00,192,192,334,166,126,33,3256,22,44,19,55,8,24,9,17
21,12114,2020-12-25 08:00:00,149,137,223,149,114,18,1781,33,66,19,55,2,6,2,4
22,12115,2020-12-25 08:00:00,192,192,334,158,120,21,2015,33,65,15,43,6,17,11,21
23,12116,2020-12-25 08:00:00,219,219,363,182,137,25,2479,31,62,12,34,2,6,2,4
24,12117,2020-12-25 08:00:00,78,71,92,78,57,14,1330,17,34,9,25,4,12,4,8
25,12118,2020-12-25 08:00:00,127,127,203,110,83,,,34,67,7,19,,,,
26,12119,2020-12-25 08:00:00,184,184,317,156,119,,,14,28,23,68,,,,
27,12120,2020-12-25 08:00:00,87,87,123,79,58,,,23,46,8,24,,,,
28,12151,2020-12-25 08:00:00,0,,,,,,,,,,,,,,
29,12152,2020-12-25 08:00:00,99,99,147,92,68,16,1555,32,63,9,26,7,21,16,31
30,12153,2020-12-25 08:00:00,76,76,102,72,52,15,1456,29,58,7,21,3,8,3,5
31,12154,2020-12-25 08:00:00,95,95,139,80,59,16,1536,18,36,6,17,2,5,2,3
32,12155,2020-12-25 08:00:00,0,,,,,,,,,,,,,,
33,12492,2020-12-25 08:00:00,61,61,71,39,27,7,613,26,51,10,28,9,27,11,22
34,12493,2020-12-25 08:00:00,77,77,104,69,50,7,601,16,31,7,19,21,67,33,65
35,12494,2020-12-25 08:00:00,61,61,71,32,22,9,878,6,12,7,21,19,60,18,35
36,12495,2020-12-25 08:00:00,62,62,74,49,34,8,748,12,24,6,17,18,57,28,56
37,12572,2020-12-25 08:00:00,67,67,83,55,39,8,751,25,49,6,16,14,44,27,54
38,12573,2020-12-25 08:00:00,73,73,96,65,47,8,787,17,34,7,21,22,70,36,72
39,12574,2020-12-25 08:00:00,78,78,105,59,42,12,1173,24,48,9,26,7,21,6,11
40,12575,2020-12-25 08:00:00,73,73,96,46,32,8,763,22,43,8,22,7,20,5,9
41,12576,2020-12-25 08:00:00,55,55,59,45,31,6,589,31,61,6,18,2,6,2,3
42,12577,2020-12-25 08:00:00,63,63,76,50,35,10,968,26,51,8,22,4,10,4,7
43,12578,2020-12-25 08:00:00,93,89,127,93,69,26,2569,30,59,16,47,5,15,6,12
44,12579,2020-12-25 08:00:00,91,91,131,82,60,26,2597,34,68,14,41,6,18,12,24
45,12672,2020-12-25 08:00:00,72,72,93,48,33,8,732,19,38,7,19,14,43,14,28
46,12792,2020-12-25 08:00:00,65,65,80,50,35,7,693,20,39,8,24,16,50,14,27
47,13271,2020-12-25 08:00:00,50,49,49,50,35,16,1553,19,38,4,11,7,21,15,30
48,13272,2020-12-25 08:00:00,84,84,118,70,51,12,1135,24,47,4,12,2,5,2,3
49,13273,2020-12-25 08:00:00,65,65,79,62,44,14,1337,22,44,7,20,3,7,2,4
50,13274,2020-12-25 08:00:00,95,95,139,68,49,29,2865,35,70,28,84,10,32,8,15
51,13275,2020-12-25 08:00:00,107,107,163,88,65,13,1237,24,48,17,49,2,5,1,2
52,13276,2020-12-25 08:00:00,82,70,90,82,60,19,1842,27,53,12,34,8,23,13,26
53,13277,2020-12-25 08:00:00,32,31,31,32,22,19,1838,21,41,14,41,12,37,7,14
54,13278,2020-12-25 08:00:00,63,63,76,38,26,12,1109,25,49,7,21,3,8,3,5
55,15040,2020-12-25 08:00:00,61,61,71,58,41,11,1048,24,48,8,22,13,41,20,40
56,15041,2020-12-25 08:00:00,70,70,89,67,48,9,894,15,29,6,18,21,67,34,68
57,15042,2020-12-25 08:00:00,70,70,89,60,43,9,835,26,51,6,18,12,38,17,34
58,15043,2020-12-25 08:00:00,68,68,85,57,40,9,878,17,33,6,18,21,66,23,46
59,15044,2020-12-25 08:00:00,70,70,90,50,35,9,821,14,28,6,16,21,67,31,62
60,15045,2020-12-25 08:00:00,64,64,77,55,39,9,846,25,50,7,21,13,41,19,37
61,15046,2020-12-25 08:00:00,67,67,84,49,34,8,764,23,45,8,23,15,45,17,33
62,15047,2020-12-25 08:00:00,73,73,95,59,42,10,976,19,37,7,21,19,58,23,46
63,15048,2020-12-25 08:00:00,72,72,93,55,39,9,865,20,40,7,20,20,62,22,43
64,15049,2020-12-25 08:00:00,68,68,85,50,35,10,961,25,49,8,23,17,53,28,55
65,15050,2020-12-25 08:00:00,72,72,93,63,45,9,898,23,45,9,26,18,56,22,44
66,15055,2020-12-25 08:00:00,57,57,63,54,38,15,1469,26,52,18,53,14,44,15,29
67,15056,2020-12-25 08:00:00,53,53,55,38,26,13,1245,20,39,30,90,13,39,17,33
68,15057,2020-12-25 08:00:00,62,62,73,55,39,14,1388,24,47,21,62,10,30,13,26
69,15058,2020-12-25 08:00:00,68,68,85,48,33,9,826,22,43,7,20,17,52,29,58
70,15059,2020-12-25 08:00:00,72,72,94,63,45,8,745,22,43,8,23,17,53,22,43
71,15060,2020-12-25 08:00:00,68,68,86,62,44,9,824,26,52,5,15,12,37,17,33
72,15061,2020-12-25 08:00:00,66,66,82,58,41,8,757,24,47,6,17,15,48,15,29
73,15062,2020-12-25 08:00:00,69,69,88,58,41,8,764,28,56,7,20,13,40,16,31
74,15063,2020-12-25 08:00:00,66,66,82,62,44,8,798,26,51,5,15,12,38,17,33
75,15064,2020-12-25 08:00:00,0,,,,,,,,,,,,,,
76,15065,2020-12-25 08:00:00,64,64,78,57,40,11,1085,25,50,11,31,12,36,14,27
77,15066,2020-12-25 08:00:00,73,73,96,73,53,9,843,14,28,6,18,23,71,37,73
78,15067,2020-12-25 08:00:00,61,61,72,48,33,10,902,17,34,8,23,16,50,26,52
79,15068,2020-12-25 08:00:00,65,63,76,65,47,11,1033,22,44,9,25,14,44,22,43
80,15069,2020-12-25 08:00:00,61,61,71,52,36,9,814,14,28,8,24,20,62,28,55
81,15070,2020-12-25 08:00:00,53,53,55,38,26,12,1190,22,44,9,25,13,41,16,31
82,15071,2020-12-25 08:00:00,58,58,65,45,31,10,940,15,30,7,20,15,48,14,28
83,15072,2020-12-25 08:00:00,70,70,90,46,32,8,778,26,51,10,29,14,43,18,35
84,15073,2020-12-25 08:00:00,66,66,82,48,33,9,815,23,46,6,18,15,46,18,35
85,15074,2020-12-25 08:00:00,72,72,94,54,38,8,783,18,36,6,18,16,50,17,34
86,15075,2020-12-25 08:00:00,69,69,87,59,42,10,901,29,57,9,26,12,37,9,18
87,15076,2020-12-25 08:00:00,69,69,88,39,27,8,709,25,50,9,27,12,37,16,31
88,15077,2020-12-25 08:00:00,61,61,72,55,39,10,967,19,37,10,28,16,50,16,31
89,15078,2020-12-25 08:00:00,71,71,92,55,39,9,842,38,76,10,29,9,26,12,23
90,15079,2020-12-25 08:00:00,58,58,66,40,28,10,904,24,47,8,23,16,49,26,52
91,15080,2020-12-25 08:00:00,57,57,64,42,29,11,1070,23,45,10,28,11,35,12,24
92,15081,2020-12-25 08:00:00,60,60,69,40,28,8,738,25,49,7,20,8,25,6,11
93,15082,2020-12-25 08:00:00,57,57,63,42,29,11,1092,20,39,7,20,15,47,26,52
94,15083,2020-12-25 08:00:00,60,60,70,46,32,11,1017,28,55,9,25,10,31,14,27
95,15084,2020-12-25 08:00:00,62,62,74,33,23,12,1150,26,52,6,18,15,47,19,38
96,15085,2020-12-25 08:00:00,61,61,72,40,28,12,1173,25,50,8,22,12,37,9,18
97,15086,2020-12-25 08:00:00,59,59,67,46,32,11,1052,27,54,7,19,12,38,10,19
98,15087,2020-12-25 08:00:00,70,70,89,55,39,9,855,24,48,6,18,13,41,12,24
99,15088,2020-12-25 08:00:00,60,60,70,49,34,15,1455,18,36,4,12,13,41,9,18
100,15089,2020-12-25 08:00:00,62,62,74,58,41,15,1468,24,48,8,23,14,43,16,32
101,15090,2020-12-25 08:00:00,74,74,98,58,41,7,676,11,21,9,26,15,47,17,34
102,15091,2020-12-25 08:00:00,75,75,99,60,43,6,518,21,41,8,24,15,48,18,35
103,15095,2020-12-25 08:00:00,62,62,74,57,40,13,1245,26,51,8,23,13,39,13,26
104,15096,2020-12-25 08:00:00,0,,,,,,,,,,,,,,
105,15097,2020-12-25 08:00:00,72,72,93,49,34,12,1194,22,44,8,24,14,42,14,27
106,15098,2020-12-25 08:00:00,57,57,64,29,20,9,802,19,38,8,22,14,43,14,27
107,15099,2020-12-25 08:00:00,63,63,76,43,30,6,522,34,68,6,17,7,21,7,13
108,15100,2020-12-25 08:00:00,65,65,80,55,39,11,1088,18,35,7,20,18,57,15,30
109,15101,2020-12-25 08:00:00,63,63,76,50,35,12,1116,31,62,6,16,14,44,15,29
110,15102,2020-12-25 08:00:00,66,66,82,55,39,12,1146,29,58,13,37,11,34,13,26
111,15103,2020-12-25 08:00:00,64,64,77,50,35,10,982,23,46,10,30,13,40,10,20
112,15104,2020-12-25 08:00:00,82,82,113,80,59,23,2264,38,76,49,147,4,10,4,7
113,15105,2020-12-25 08:00:00,57,57,63,49,34,11,1063,19,38,7,20,17,53,24,48
114,15106,2020-12-25 08:00:00,62,62,74,45,31,12,1185,29,58,10,28,10,30,15,30
115,15107,2020-12-25 08:00:00,68,68,86,48,33,11,1042,30,59,6,18,10,32,22,43
116,15108,2020-12-25 08:00:00,60,60,70,49,34,14,1340,27,53,12,36,9,26,9,17
117,15109,2020-12-25 08:00:00,67,67,84,58,41,4,396,22,43,9,25,15,46,17,34
118,15110,2020-12-25 08:00:00,67,67,84,65,47,9,817,19,37,9,25,15,46,25,50
119,15111,2020-12-25 08:00:00,76,76,102,72,52,8,707,19,37,9,25,12,37,15,29
120,15112,2020-12-25 08:00:00,75,75,99,63,45,7,644,16,32,9,26,15,48,26,51
121,15113,2020-12-25 08:00:00,79,79,107,58,41,10,995,17,33,13,39,9,28,13,25
122,15114,2020-12-25 08:00:00,83,76,101,83,61,12,1106,23,46,9,26,11,35,25,50
123,15115,2020-12-25 08:00:00,59,59,68,57,40,6,588,22,43,6,17,11,33,14,28
124,15116,2020-12-25 08:00:00,62,61,72,62,44,9,834,22,43,7,21,7,20,5,10
125,15117,2020-12-25 08:00:00,55,55,60,33,23,12,1153,17,34,9,25,17,53,13,26
126,15118,2020-12-25 08:00:00,64,64,77,42,29,18,1731,18,36,12,36,16,50,23,46
127,15119,2020-12-25 08:00:00,61,61,72,43,30,13,1279,20,39,12,35,10,32,12,24
128,15120,2020-12-25 08:00:00,61,61,72,32,22,12,1120,13,26,9,27,17,52,27,54
129,15121,2020-12-25 08:00:00,59,59,68,38,26,13,1211,17,33,12,34,14,42,19,38
130,15122,2020-12-25 08:00:00,62,62,73,43,30,16,1513,17,34,15,43,18,57,25,49
131,15129,2020-12-25 08:00:00,57,57,63,48,33,13,1287,24,48,12,34,8,23,10,20
132,15130,2020-12-25 08:00:00,60,60,69,39,27,11,1021,16,32,10,29,20,62,29,57
133,15131,2020-12-25 08:00:00,62,62,73,29,20,16,1547,28,55,10,29,7,21,5,10
134,15132,2020-12-25 08:00:00,57,57,64,38,26,13,1239,18,36,9,25,15,46,28,56
135,15133,2020-12-25 08:00:00,67,67,84,48,33,11,1079,16,32,16,46,15,45,25,49
136,15134,2020-12-25 08:00:00,72,72,93,49,34,14,1383,21,41,20,59,12,38,21,41
137,15135,2020-12-25 08:00:00,61,61,72,38,26,13,1232,15,30,10,28,12,38,10,20
138,15136,2020-12-25 08:00:00,55,55,60,40,28,12,1185,26,51,13,37,10,31,14,28
139,15137,2020-12-25 08:00:00,59,59,67,50,35,48,4790,25,49,17,49,5,15,3,6
140,15138,2020-12-25 08:00:00,104,59,68,33,23,104,11525,29,57,17,49,8,23,5,10
141,15139,2020-12-25 08:00:00,97,61,71,52,36,97,9606,25,49,12,34,8,25,7,14
