,SubID,time,MAXAQI,PM10Iaqi,PM10value,PM2_5Iaqi,PM2_5value,COIaqi,COvalue,NO2Iaqi,NO2value,SO2Iaqi,SO2value,O3_1Iaqi,O3_1value,O3_8Iaqi,O3_8value
0,1,2020-12-11 19:00:00,284,193,336,284,234,27,2685,36,72,7,19,3,8,10,19
1,2,2020-12-11 19:00:00,263,180,310,263,213,28,2772,41,81,6,17,2,5,9,18
2,3,2020-12-11 19:00:00,293,188,326,293,243,30,2901,38,75,6,16,2,4,7,14
3,4,2020-12-11 19:00:00,287,174,297,287,237,21,2074,48,95,12,34,,,13,25
4,5,2020-12-11 19:00:00,265,162,273,265,215,23,2216,44,87,6,18,2,6,12,24
5,6,2020-12-11 19:00:00,262,166,281,262,212,30,2943,42,84,4,12,2,5,9,17
6,7,2020-12-11 19:00:00,230,158,265,230,180,16,1588,37,74,4,11,2,5,9,17
7,8,2020-12-11 19:00:00,264,178,305,264,214,20,1923,35,69,5,14,2,6,7,14
8,362,2020-12-11 19:00:00,265,191,331,265,215,26,2581,39,78,7,20,1,3,7,13
9,363,2020-12-11 19:00:00,263,166,282,263,213,23,2205,41,82,5,13,3,7,14,28
10,364,2020-12-11 19:00:00,239,144,237,239,189,22,2116,41,82,4,11,2,6,15,29
11,365,2020-12-11 19:00:00,261,166,281,261,211,27,2662,39,78,4,12,3,7,11,21
12,366,2020-12-11 19:00:00,249,164,277,249,199,23,2253,40,79,3,9,1,2,5,10
13,368,2020-12-11 19:00:00,285,197,343,285,235,28,2739,38,76,3,9,2,6,11,22
14,371,2020-12-11 19:00:00,0,,,,,,,,,,,,,,
15,9929,2020-12-11 19:00:00,308,198,346,308,258,26,2539,40,79,3,7,2,6,22,44
16,9930,2020-12-11 19:00:00,273,199,348,273,223,24,2362,39,78,4,12,1,1,18,35
17,12110,2020-12-11 19:00:00,422,328,442,422,382,27,2652,44,88,17,50,4,12,18,36
18,12111,2020-12-11 19:00:00,299,175,300,299,249,17,1682,27,54,9,25,5,15,16,32
19,12112,2020-12-11 19:00:00,325,269,398,325,275,30,2954,72,144,10,28,1,3,12,24
20,12113,2020-12-11 19:00:00,362,307,425,362,312,21,2079,38,75,10,30,4,10,20,39
21,12114,2020-12-11 19:00:00,327,255,388,327,277,31,3020,53,106,22,65,,,15,30
22,12115,2020-12-11 19:00:00,500,500,634,377,327,53,5218,50,100,20,59,4,10,19,38
23,12116,2020-12-11 19:00:00,320,272,400,320,270,48,4758,41,82,21,62,2,4,16,31
24,12117,2020-12-11 19:00:00,299,174,297,299,249,28,2783,29,57,8,22,8,23,26,51
25,12118,2020-12-11 19:00:00,293,213,359,293,243,,,57,114,14,40,,,,
26,12119,2020-12-11 19:00:00,333,220,364,333,283,,,41,82,10,28,,,,
27,12120,2020-12-11 19:00:00,406,318,434,406,359,,,43,85,11,32,,,,
28,12151,2020-12-11 19:00:00,0,,,,,,,,,,,,,,
29,12152,2020-12-11 19:00:00,291,192,334,291,241,27,2615,43,85,11,33,5,16,15,29
30,12153,2020-12-11 19:00:00,301,183,315,301,251,35,3456,,,16,46,3,7,17,33
31,12154,2020-12-11 19:00:00,282,198,345,282,232,32,3177,45,90,10,30,1,3,10,20
32,12155,2020-12-11 19:00:00,312,178,305,312,262,32,3160,47,93,22,66,2,6,18,36
33,12492,2020-12-11 19:00:00,251,166,282,251,201,21,2064,37,74,13,39,2,4,7,14
34,12493,2020-12-11 19:00:00,254,151,252,254,204,19,1881,39,78,3,9,1,3,14,27
35,12494,2020-12-11 19:00:00,283,179,308,283,233,21,2061,29,58,4,10,4,10,15,30
36,12495,2020-12-11 19:00:00,240,160,269,240,190,20,1987,35,69,3,9,2,4,11,21
37,12572,2020-12-11 19:00:00,266,169,287,266,216,30,2953,38,76,4,12,4,11,13,25
38,12573,2020-12-11 19:00:00,238,159,267,238,188,23,2241,48,95,6,16,2,5,14,27
39,12574,2020-12-11 19:00:00,231,149,247,231,181,18,1785,37,73,4,11,4,11,10,19
40,12575,2020-12-11 19:00:00,256,165,280,256,206,19,1844,36,72,3,8,2,4,8,16
41,12576,2020-12-11 19:00:00,291,195,340,291,241,20,1955,27,53,5,14,9,27,12,24
42,12577,2020-12-11 19:00:00,285,188,325,285,235,17,1693,22,43,3,7,10,30,12,24
