,SubID,time,MAXAQI,PM10Iaqi,PM10value,PM2_5Iaqi,PM2_5value,COIaqi,COvalue,NO2Iaqi,NO2value,SO2Iaqi,SO2value,O3_1Iaqi,O3_1value,O3_8Iaqi,O3_8value
0,1,2020-11-11 16:00:00,86,86,121,73,53,6,600,25,49,6,17,35,112,67,120
1,2,2020-11-11 16:00:00,0,,,,,,,,,,,,,,
2,3,2020-11-11 16:00:00,72,72,94,62,44,9,900,27,53,5,14,35,112,60,112
3,4,2020-11-11 16:00:00,91,91,132,83,61,8,763,21,41,5,13,38,119,74,128
4,5,2020-11-11 16:00:00,76,76,102,73,53,9,833,19,37,6,18,44,139,85,141
5,6,2020-11-11 16:00:00,73,73,96,53,37,7,636,15,30,5,14,44,140,66,119
6,7,2020-11-11 16:00:00,82,82,114,65,47,5,432,20,40,4,12,37,117,69,122
7,8,2020-11-11 16:00:00,0,,,,,,,,,,,,,,
8,362,2020-11-11 16:00:00,85,85,120,63,45,6,557,26,52,5,15,33,104,62,114
9,363,2020-11-11 16:00:00,80,80,110,63,45,6,514,14,28,6,16,41,129,76,131
10,364,2020-11-11 16:00:00,75,75,100,68,49,8,738,15,30,5,14,46,145,90,147
11,365,2020-11-11 16:00:00,75,75,100,64,46,5,489,17,34,5,13,41,131,76,131
12,366,2020-11-11 16:00:00,97,97,144,82,60,7,684,49,97,5,15,19,58,68,121
13,368,2020-11-11 16:00:00,90,90,129,79,58,7,618,24,48,5,14,34,108,65,118
14,371,2020-11-11 16:00:00,79,79,107,55,39,6,594,13,25,4,11,40,125,66,119
15,9929,2020-11-11 16:00:00,0,,,,,,,,,,,,,,
16,9930,2020-11-11 16:00:00,78,78,106,53,37,11,1060,19,38,5,15,33,105,56,107
17,12110,2020-11-11 16:00:00,97,97,143,97,72,3,247,15,30,7,19,38,119,64,116
18,12111,2020-11-11 16:00:00,89,89,127,77,56,6,575,17,33,4,12,34,108,45,90
19,12112,2020-11-11 16:00:00,80,80,110,68,49,5,439,,,,,31,99,55,106
20,12113,2020-11-11 16:00:00,103,103,156,65,47,14,1386,21,42,12,35,36,115,60,112
21,12114,2020-11-11 16:00:00,97,97,143,95,71,9,862,14,27,,,,,54,104
22,12115,2020-11-11 16:00:00,104,104,157,67,48,11,1067,29,58,9,26,34,107,54,104
23,12116,2020-11-11 16:00:00,105,105,159,85,63,10,909,26,52,14,41,32,101,55,105
24,12117,2020-11-11 16:00:00,72,66,81,72,52,7,638,13,26,5,13,40,128,64,116
25,12118,2020-11-11 16:00:00,79,79,108,64,46,,,16,32,4,12,,,,
26,12119,2020-11-11 16:00:00,109,109,167,80,59,,,17,34,4,12,,,,
27,12120,2020-11-11 16:00:00,105,105,159,92,68,,,25,50,19,56,,,,
28,12151,2020-11-11 16:00:00,0,,,,,,,,,,,,,,
29,12152,2020-11-11 16:00:00,82,82,114,70,51,8,748,20,40,5,14,46,145,70,123
30,12153,2020-11-11 16:00:00,72,72,94,52,36,6,550,31,61,5,14,30,93,46,91
31,12154,2020-11-11 16:00:00,84,84,118,73,53,6,592,24,48,3,9,29,92,46,92
32,12155,2020-11-11 16:00:00,82,79,107,82,60,9,801,,,6,18,34,106,51,101
33,12492,2020-11-11 16:00:00,82,82,114,69,50,7,682,26,51,4,12,35,109,68,121
34,12493,2020-11-11 16:00:00,74,66,81,74,54,6,564,13,26,5,13,44,139,88,145
35,12494,2020-11-11 16:00:00,83,83,115,63,45,9,861,14,27,4,12,39,122,52,102
36,12495,2020-11-11 16:00:00,63,63,75,53,37,7,663,16,31,4,11,32,102,60,111
37,12572,2020-11-11 16:00:00,67,67,83,58,41,8,749,34,67,5,13,28,89,60,112
38,12573,2020-11-11 16:00:00,71,71,92,64,46,8,710,20,39,4,12,34,107,49,98
39,12574,2020-11-11 16:00:00,105,105,159,79,58,6,568,24,47,7,19,31,99,45,89
40,12575,2020-11-11 16:00:00,86,86,122,62,44,7,631,22,43,5,13,39,124,48,96
41,12576,2020-11-11 16:00:00,102,102,153,85,63,9,859,18,36,5,15,41,130,58,109
42,12577,2020-11-11 16:00:00,87,87,124,67,48,8,769,11,21,4,12,41,131,45,90
43,12578,2020-11-11 16:00:00,91,91,131,85,63,7,617,22,44,8,22,42,132,66,119
44,12579,2020-11-11 16:00:00,97,97,143,69,50,9,864,20,40,5,13,45,142,72,126
45,12672,2020-11-11 16:00:00,69,69,87,53,37,7,642,11,21,3,9,46,147,84,140
46,12792,2020-11-11 16:00:00,88,88,125,62,44,5,489,18,36,4,10,43,137,80,135
47,13271,2020-11-11 16:00:00,84,84,118,69,50,7,606,14,28,7,19,36,115,57,108
48,13272,2020-11-11 16:00:00,76,76,102,74,54,5,418,16,31,4,10,39,123,50,99
49,13273,2020-11-11 16:00:00,85,85,120,77,56,5,455,21,42,7,19,30,96,48,95
50,13274,2020-11-11 16:00:00,76,76,102,72,52,6,590,40,79,5,13,31,97,40,80
51,13275,2020-11-11 16:00:00,94,94,137,85,63,5,479,19,37,6,16,35,109,49,97
