,SubID,time,MAXAQI,PM10Iaqi,PM10value,PM2_5Iaqi,PM2_5value,COIaqi,COvalue,NO2Iaqi,NO2value,SO2Iaqi,SO2value,O3_1Iaqi,O3_1value,O3_8Iaqi,O3_8value
0,1,2020-12-30 11:00:00,66,66,81,26,18,6,519,8,16,4,11,18,55,17,34
1,2,2020-12-30 11:00:00,59,59,68,19,13,5,401,15,29,5,13,14,44,19,38
2,3,2020-12-30 11:00:00,65,65,79,30,21,10,906,5,9,4,12,17,54,19,38
3,4,2020-12-30 11:00:00,0,,,,,,,,,,,,,,
4,5,2020-12-30 11:00:00,54,54,58,25,17,10,922,11,22,5,14,20,63,21,41
5,6,2020-12-30 11:00:00,55,55,59,23,16,8,765,7,13,4,12,17,54,21,42
6,7,2020-12-30 11:00:00,62,62,74,22,15,7,624,5,10,4,11,19,58,14,27
7,8,2020-12-30 11:00:00,61,61,71,22,15,5,450,,,3,8,20,64,15,30
8,362,2020-12-30 11:00:00,0,,,,,,,,,,,,,,
9,363,2020-12-30 11:00:00,59,59,68,23,16,6,560,9,18,4,10,17,53,18,35
10,364,2020-12-30 11:00:00,53,53,55,20,14,6,533,11,21,4,11,19,59,22,43
11,365,2020-12-30 11:00:00,56,56,62,23,16,5,475,11,21,4,11,17,52,20,40
12,366,2020-12-30 11:00:00,60,60,70,18,12,5,485,9,18,5,13,17,53,20,40
13,368,2020-12-30 11:00:00,62,62,73,19,13,6,511,11,22,3,8,16,51,17,34
14,371,2020-12-30 11:00:00,39,39,39,8,5,6,597,8,15,4,10,17,53,23,45
15,9929,2020-12-30 11:00:00,58,58,66,19,13,12,1105,10,20,4,10,21,65,23,46
16,9930,2020-12-30 11:00:00,66,66,81,25,17,6,556,6,12,6,16,17,52,14,28
17,12110,2020-12-30 11:00:00,48,48,48,13,9,,,4,7,4,11,21,66,24,48
18,12111,2020-12-30 11:00:00,65,52,54,65,47,5,465,6,12,5,13,20,61,20,39
19,12112,2020-12-30 11:00:00,56,56,62,15,10,6,571,9,17,6,17,22,68,24,47
20,12113,2020-12-30 11:00:00,68,68,85,13,9,7,602,9,18,4,10,24,75,28,56
21,12114,2020-12-30 11:00:00,56,56,62,25,17,,,11,22,9,27,20,64,21,42
22,12115,2020-12-30 11:00:00,59,59,68,16,11,,,,,,,,,21,41
23,12116,2020-12-30 11:00:00,54,54,58,18,12,7,667,12,24,4,10,21,66,20,40
24,12117,2020-12-30 11:00:00,63,63,75,9,6,7,657,2,4,3,8,21,67,23,45
25,12118,2020-12-30 11:00:00,74,74,98,40,28,,,13,25,12,34,,,,
26,12119,2020-12-30 11:00:00,59,59,68,8,5,,,8,15,1,3,,,,
27,12120,2020-12-30 11:00:00,46,46,46,6,4,,,3,6,4,10,,,,
28,12151,2020-12-30 11:00:00,0,,,,,,,,,,,,,,
29,12152,2020-12-30 11:00:00,57,57,64,5,3,6,543,11,21,3,9,20,63,22,44
30,12153,2020-12-30 11:00:00,58,58,66,28,19,4,326,4,7,2,6,19,59,22,43
31,12154,2020-12-30 11:00:00,59,59,68,18,12,,,5,10,3,8,19,60,21,42
32,12155,2020-12-30 11:00:00,0,,,,,,,,,,,,,,
33,12492,2020-12-30 11:00:00,59,59,68,29,20,3,295,7,13,5,13,18,55,11,22
34,12493,2020-12-30 11:00:00,55,55,60,19,13,7,621,7,14,4,11,18,56,19,38
35,12494,2020-12-30 11:00:00,61,61,72,32,22,7,657,3,6,8,22,15,48,19,37
36,12495,2020-12-30 11:00:00,56,56,61,25,17,6,585,10,19,4,12,14,44,15,30
37,12572,2020-12-30 11:00:00,0,,,,,,,,,,,,,,
38,12573,2020-12-30 11:00:00,57,57,63,15,10,4,317,9,18,4,10,18,57,23,46
39,12574,2020-12-30 11:00:00,66,66,82,29,20,6,588,8,16,7,19,16,51,20,40
40,12575,2020-12-30 11:00:00,60,60,70,18,12,4,362,7,13,5,13,19,58,20,39
41,12576,2020-12-30 11:00:00,77,77,103,16,11,4,318,7,14,3,9,18,55,19,38
42,12577,2020-12-30 11:00:00,54,54,57,9,6,6,514,3,6,2,4,16,50,22,44
43,12578,2020-12-30 11:00:00,64,64,77,29,20,4,377,10,19,4,12,17,54,14,27
44,12579,2020-12-30 11:00:00,75,75,99,13,9,8,770,10,19,5,14,20,62,17,33
45,12672,2020-12-30 11:00:00,61,61,71,18,12,3,279,4,7,2,6,18,57,12,24
46,12792,2020-12-30 11:00:00,60,60,70,15,10,4,335,4,7,3,7,20,64,13,25
47,13271,2020-12-30 11:00:00,57,57,63,22,15,3,285,7,14,1,1,19,60,24,47
48,13272,2020-12-30 11:00:00,54,54,58,30,21,4,393,8,15,3,9,20,62,20,40
49,13273,2020-12-30 11:00:00,53,51,51,53,37,3,240,5,10,2,5,20,61,20,40
50,13274,2020-12-30 11:00:00,62,62,73,25,17,5,416,6,12,2,4,20,63,19,38
51,13275,2020-12-30 11:00:00,61,61,71,48,33,1,65,5,10,3,9,20,61,20,39
52,13276,2020-12-30 11:00:00,45,45,45,23,16,3,239,8,16,1,2,20,63,25,49
53,13277,2020-12-30 11:00:00,36,36,36,32,22,3,292,3,6,3,9,21,66,24,48
54,13278,2020-12-30 11:00:00,53,53,56,3,2,3,267,7,13,1,3,20,62,23,46
55,15040,2020-12-30 11:00:00,61,61,71,33,23,9,805,11,21,5,14,15,47,16,31
56,15041,2020-12-30 11:00:00,60,60,70,19,13,8,704,9,18,3,9,16,51,18,36
57,15042,2020-12-30 11:00:00,62,62,74,25,17,6,586,8,16,4,12,16,49,15,29
