,SubID,time,MAXAQI,PM10Iaqi,PM10value,PM2_5Iaqi,PM2_5value,COIaqi,COvalue,NO2Iaqi,NO2value,SO2Iaqi,SO2value,O3_1Iaqi,O3_1value,O3_8Iaqi,O3_8value
0,1,2020-10-27 13:00:00,90,90,129,45,31,7,655,,,6,16,,,12,24
1,2,2020-10-27 13:00:00,91,91,132,52,36,13,1262,22,44,8,22,18,55,18,35
2,3,2020-10-27 13:00:00,92,92,133,46,32,10,978,20,39,6,18,19,58,18,35
3,4,2020-10-27 13:00:00,92,92,134,50,35,10,957,21,41,6,18,17,52,15,30
4,5,2020-10-27 13:00:00,85,85,119,53,37,12,1180,24,48,8,22,17,53,19,38
5,6,2020-10-27 13:00:00,86,86,122,43,30,10,964,25,49,7,19,18,56,18,36
6,7,2020-10-27 13:00:00,86,86,122,25,17,7,652,20,39,6,16,18,56,17,34
7,8,2020-10-27 13:00:00,91,91,132,57,40,12,1117,23,45,6,17,18,56,19,37
8,362,2020-10-27 13:00:00,99,99,147,33,23,7,687,18,36,5,15,16,50,13,26
9,363,2020-10-27 13:00:00,92,92,133,60,43,11,1046,25,50,8,22,16,50,19,37
10,364,2020-10-27 13:00:00,89,89,127,39,27,11,1041,25,49,8,23,19,58,20,39
11,365,2020-10-27 13:00:00,90,90,129,40,28,10,944,25,50,9,25,18,56,18,36
12,366,2020-10-27 13:00:00,101,101,151,49,34,9,811,24,47,8,22,20,61,20,40
13,368,2020-10-27 13:00:00,99,99,147,42,29,10,989,26,51,7,21,16,51,17,33
14,371,2020-10-27 13:00:00,94,94,137,46,32,12,1178,20,39,7,19,22,70,33,66
15,9929,2020-10-27 13:00:00,90,90,129,45,31,10,906,18,36,7,20,27,84,26,51
16,9930,2020-10-27 13:00:00,91,91,132,45,31,10,996,16,32,8,24,21,67,20,39
17,12110,2020-10-27 13:00:00,105,105,159,79,58,4,399,15,30,8,23,28,88,34,68
18,12111,2020-10-27 13:00:00,100,100,150,90,67,12,1175,16,31,8,22,25,80,24,48
19,12112,2020-10-27 13:00:00,117,117,183,98,73,11,1030,36,71,8,24,26,83,31,62
20,12113,2020-10-27 13:00:00,115,115,179,113,85,12,1186,22,43,9,26,30,95,27,54
21,12114,2020-10-27 13:00:00,122,119,188,122,92,12,1143,36,71,10,28,26,82,26,51
22,12115,2020-10-27 13:00:00,139,139,228,115,87,14,1385,39,78,8,24,23,71,29,57
23,12116,2020-10-27 13:00:00,137,129,208,137,104,16,1535,38,75,9,27,24,74,26,52
24,12117,2020-10-27 13:00:00,98,98,145,83,61,10,970,23,45,10,29,27,85,33,66
25,12118,2020-10-27 13:00:00,183,183,316,169,128,,,51,102,22,65,,,,
26,12119,2020-10-27 13:00:00,124,123,196,124,94,,,31,61,5,13,,,,
27,12120,2020-10-27 13:00:00,100,100,149,78,57,,,19,37,7,21,,,,
