,AirCOId,AirCOName,AirNO2Id,AirNO2Name,AirO3_1Id,AirO3_1Name,AirO3_8Id,AirO3_8Name,AirPM10Id,AirPM10Name,AirPM2_5Id,AirPM2_5Name,AirSO2Id,AirSO2Name,COIaqi,COvalue,KZJB,Level,MAXAQI,NO2Iaqi,NO2value,O3_1Iaqi,O3_1value,O3_8Iaqi,O3_8value,PM10Iaqi,PM10value,PM2_5Iaqi,PM2_5value,Proposal,SO2Iaqi,SO2value,SubID,c0003_stcode,c0003_stname,pName,streetown,time
0,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,14,1377,"国控,省控,市控",,152,27,53,5,14,5,9,120,190,152,116,,16,46,1,370105,天桥区,济南四建,,/Date(1608512400000+0800)/
1,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,16,1564,"国控,省控,市控,街镇",,129,36,71,3,8,3,6,111,171,129,98,,6,17,2,370102,历下区,市监测站,建筑新村街道办事处,/Date(1608512400000+0800)/
2,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,25,2496,"国控,省控,市控,街镇",,159,33,66,3,7,3,5,111,171,159,121,,11,33,3,370112,历城区,省种子仓库,洪家楼街道办事处,/Date(1608512400000+0800)/
3,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,,,"国控,省控,市控,街镇",,0,,,,,,,,,,,,,,4,370104,槐荫区,机床二厂,南辛庄街道办事处,/Date(1608512400000+0800)/
4,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,20,1982,"国控,省控,市控,街镇",,145,30,59,9,26,8,16,93,136,145,111,,16,48,5,370103,市中区,科干所,十六里河街道办事处,/Date(1608512400000+0800)/
5,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,18,1771,"国控,省控,市控,街镇",,120,39,77,3,9,7,14,105,159,120,91,,6,18,6,370114,高新区,开发区,舜华路街道办事处,/Date(1608512400000+0800)/
6,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,15,1443,"国控,省控,市控,街镇",,135,26,52,4,10,3,6,107,164,135,103,,12,34,7,370104,槐荫区,农科所,匡山街道办事处,/Date(1608512400000+0800)/
7,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,12,1155,"国控,省控,市控,街镇",,153,20,40,7,20,6,11,102,153,153,117,,6,16,8,370113,长清区,长清党校,文昌街道办事处,/Date(1608512400000+0800)/
8,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,,,"省控,市控",,0,,,,,,,,,,,,,,362,370105,天桥区,北园街道,,/Date(1608512400000+0800)/
9,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,12,1175,"省控,市控",,120,24,47,8,24,12,24,103,155,120,91,,5,15,363,370103,市中区,山东鲁能,,/Date(1608512400000+0800)/
10,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,14,1366,"省控,市控,街镇",,63,24,47,9,28,15,30,63,76,63,45,,5,14,364,370102,历下区,经济学院,姚家街道办事处,/Date(1608512400000+0800)/
11,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,13,1233,"省控,市控",,94,30,60,5,15,8,15,90,129,94,70,,6,18,365,370114,高新区,东城逸家小学,,/Date(1608512400000+0800)/
12,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,10,928,"省控,市控,街镇",,121,25,49,5,16,8,16,121,191,108,81,,18,54,366,370112,历城区,建工学院,港沟街道办事处,/Date(1608512400000+0800)/
13,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,16,1591,"省控,市控,街镇",,139,30,60,4,11,5,9,106,162,139,106,,8,24,368,370102,历下区,泉城广场,趵突泉街道办事处,/Date(1608512400000+0800)/
14,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,5,411,"省控,市控",,28,7,13,23,72,27,54,28,28,22,15,,5,13,371,370100,济南,跑马岭,,/Date(1608512400000+0800)/
15,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,17,1661,"省控,市控,街镇",,120,24,48,12,37,7,13,85,119,120,91,,,,9929,370181,章丘区,东山小学,双山街道办事处,/Date(1608512400000+0800)/
16,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,15,1424,"省控,市控",,115,25,50,6,18,4,7,106,162,115,87,,8,22,9930,370181,章丘区,章丘开发区,,/Date(1608512400000+0800)/
17,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,16,1595,街镇,,207,22,43,4,10,3,5,126,202,207,157,,11,32,12110,370116,莱芜区,寨里镇,寨里镇,/Date(1608512400000+0800)/
18,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,28,2788,街镇,,273,30,59,3,7,3,5,206,354,273,223,,28,82,12111,370116,莱芜区,牛泉镇,牛泉镇,/Date(1608512400000+0800)/
19,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,20,1959,街镇,,198,41,82,5,15,4,7,134,218,198,148,,9,26,12112,370116,莱芜区,口镇街道办事处,口镇街道办事处,/Date(1608512400000+0800)/
20,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,24,2330,街镇,,255,25,50,9,26,8,16,198,346,255,205,,14,41,12113,370116,莱芜区,苗山镇,苗山镇,/Date(1608512400000+0800)/
21,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,29,2856,街镇,,264,34,67,2,5,2,4,187,323,264,214,,27,79,12114,370116,莱芜区,高庄街道办事处,高庄街道办事处,/Date(1608512400000+0800)/
22,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,32,3113,街镇,,248,35,69,5,13,5,10,175,300,248,198,,23,67,12115,370117,钢城区,里辛街道办事处,里辛街道办事处,/Date(1608512400000+0800)/
23,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,41,4094,街镇,,272,36,71,3,7,3,5,184,318,272,222,,20,59,12116,370117,钢城区,颜庄街道办事处,颜庄街道办事处,/Date(1608512400000+0800)/
24,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,13,1268,街镇,,119,15,29,6,17,3,6,86,121,119,90,,4,11,12117,370116,莱芜区,雪野街道办事处,雪野街道办事处,/Date(1608512400000+0800)/
25,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,,,市控,,239,36,72,,,,,162,273,239,189,,16,47,12118,370100,济南,莱钢,,/Date(1608512400000+0800)/
26,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,,,市控,,258,43,86,,,,,194,337,258,208,,11,33,12119,370100,济南,泰钢,,/Date(1608512400000+0800)/
27,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,,,市控,,153,19,37,,,,,107,164,153,117,,12,36,12120,370100,济南,九羊,,/Date(1608512400000+0800)/
28,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,,,"省控,市控",,0,,,,,,,,,,,,,,12151,370116,莱芜区,新一中,,/Date(1608512400000+0800)/
29,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,26,2591,"省控,市控,街镇",,206,34,67,5,15,7,14,140,229,206,156,,9,25,12152,370117,钢城区,钢城区环保局,艾山街道办事处,/Date(1608512400000+0800)/
30,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,20,1966,"国控,省控,市控",,205,27,54,4,11,3,6,142,233,205,155,,9,26,12153,370116,莱芜区,莱芜战役纪念馆,,/Date(1608512400000+0800)/
31,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,16,1584,"国控,省控,市控,街镇",,221,25,49,3,9,2,4,170,289,221,171,,10,28,12154,370116,莱芜区,泰兴公司,鹏泉街道办事处,/Date(1608512400000+0800)/
32,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,20,1952,"国控,省控,市控,街镇",,203,28,55,3,9,2,3,140,229,203,153,,12,34,12155,370116,莱芜区,技术学院,凤城街道办事处,/Date(1608512400000+0800)/
33,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,11,1088,"市控,街镇",,138,25,49,4,10,3,5,105,159,138,105,,13,39,12492,370104,槐荫区,黄河河务局,吴家堡街道办事处,/Date(1608512400000+0800)/
34,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,6,565,市控,,52,18,36,15,45,12,24,52,54,50,35,,5,13,12493,370102,历下区,锦屏中学,,/Date(1608512400000+0800)/
35,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,35,3499,市控,,249,30,60,5,15,9,17,168,286,249,199,,43,129,12494,370100,济南,滨州临界点,,/Date(1608512400000+0800)/
36,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,10,998,市控,,107,21,42,6,19,11,22,74,98,107,80,,4,10,12495,370102,历下区,市博物馆,,/Date(1608512400000+0800)/
37,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,8,798,"市控,街镇",,79,28,55,7,20,9,18,64,77,79,58,,4,12,12572,370102,济南,奥体中心,龙洞街道办事处,/Date(1608512400000+0800)/
38,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,8,775,"省控,市控,街镇",,48,23,46,17,52,22,44,48,48,43,30,,4,12,12573,370112,历城区,商职学院,彩石街道办事处,/Date(1608512400000+0800)/
39,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,15,1462,"省控,市控,街镇",,163,30,60,4,11,3,6,112,173,163,124,,10,30,12574,370125,济阳区,济阳城区,济阳街道办事处,/Date(1608512400000+0800)/
40,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,16,1586,"省控,市控,街镇",,144,33,66,3,9,2,4,126,201,144,110,,23,68,12575,370125,济阳区,济阳区政府,济北街道办事处,/Date(1608512400000+0800)/
41,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,15,1437,"省控,市控,街镇",,175,42,84,2,5,2,4,122,193,175,132,,12,34,12576,370126,商河县,商河城区,许商街道办事处,/Date(1608512400000+0800)/
42,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,13,1259,"省控,市控",,192,36,72,3,7,3,6,121,192,192,144,,11,32,12577,370126,商河县,油区管委会,,/Date(1608512400000+0800)/
43,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,47,4698,"省控,市控,街镇",,215,31,61,4,10,3,5,144,237,215,165,,19,55,12578,370124,平阴县,淮海御墅,安城镇,/Date(1608512400000+0800)/
