,AirCOId,AirCOName,AirNO2Id,AirNO2Name,AirO3_1Id,AirO3_1Name,AirO3_8Id,AirO3_8Name,AirPM10Id,AirPM10Name,AirPM2_5Id,AirPM2_5Name,AirSO2Id,AirSO2Name,COIaqi,COvalue,KZJB,Level,MAXAQI,NO2Iaqi,NO2value,O3_1Iaqi,O3_1value,O3_8Iaqi,O3_8value,PM10Iaqi,PM10value,PM2_5Iaqi,PM2_5value,Proposal,SO2Iaqi,SO2value,SubID,c0003_stcode,c0003_stname,pName,streetown,time
0,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,20,1981,"国控,省控,市控",,166,47,93,2,6,3,5,137,223,166,126,,6,18,1,370105,天桥区,济南四建,,/Date(1605488400000+0800)/
1,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,,,"国控,省控,市控,街镇",,0,,,,,,,,,,,,,,2,370102,历下区,市监测站,建筑新村街道办事处,/Date(1605488400000+0800)/
2,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,20,1905,"国控,省控,市控,街镇",,129,44,87,2,6,2,3,128,206,129,98,,8,24,3,370112,历城区,省种子仓库,洪家楼街道办事处,/Date(1605488400000+0800)/
3,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,19,1835,"国控,省控,市控,街镇",,144,47,93,3,8,3,6,119,187,144,110,,5,14,4,370104,槐荫区,机床二厂,南辛庄街道办事处,/Date(1605488400000+0800)/
4,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,12,1179,"国控,省控,市控,街镇",,90,39,78,15,48,29,58,82,114,90,67,,5,15,5,370103,市中区,科干所,十六里河街道办事处,/Date(1605488400000+0800)/
5,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,13,1298,"国控,省控,市控,街镇",,92,53,105,,,20,40,90,130,92,68,,,,6,370114,高新区,开发区,舜华路街道办事处,/Date(1605488400000+0800)/
6,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,20,1950,"国控,省控,市控,街镇",,159,45,89,2,5,2,4,144,237,159,121,,6,17,7,370104,槐荫区,农科所,匡山街道办事处,/Date(1605488400000+0800)/
7,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,8,713,"国控,省控,市控,街镇",,118,22,44,16,51,18,35,88,125,118,89,,4,11,8,370113,长清区,长清党校,文昌街道办事处,/Date(1605488400000+0800)/
8,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,22,2129,"省控,市控",,144,41,82,2,5,2,3,144,237,144,110,,7,21,362,370105,天桥区,北园街道,,/Date(1605488400000+0800)/
9,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,10,961,"省控,市控",,90,31,62,16,50,36,72,90,129,72,52,,5,13,363,370103,市中区,山东鲁能,,/Date(1605488400000+0800)/
10,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,13,1250,"省控,市控,街镇",,87,46,91,10,29,45,90,87,123,84,62,,5,13,364,370102,历下区,经济学院,姚家街道办事处,/Date(1605488400000+0800)/
11,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,12,1109,"省控,市控",,85,35,69,14,44,25,50,85,120,85,63,,6,17,365,370114,高新区,东城逸家小学,,/Date(1605488400000+0800)/
12,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,13,1220,"省控,市控,街镇",,122,47,93,8,23,13,25,122,193,110,83,,6,16,366,370112,历城区,建工学院,港沟街道办事处,/Date(1605488400000+0800)/
13,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,17,1617,"省控,市控,街镇",,122,47,94,3,9,5,9,109,167,122,92,,5,13,368,370102,历下区,泉城广场,趵突泉街道办事处,/Date(1605488400000+0800)/
14,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,7,684,"省控,市控",,63,11,21,31,99,56,107,63,76,57,40,,4,11,371,370100,济南,跑马岭,,/Date(1605488400000+0800)/
