,AirCOId,AirCOName,AirNO2Id,AirNO2Name,AirO3_1Id,AirO3_1Name,AirO3_8Id,AirO3_8Name,AirPM10Id,AirPM10Name,AirPM2_5Id,AirPM2_5Name,AirSO2Id,AirSO2Name,COIaqi,COvalue,KZJB,Level,MAXAQI,NO2Iaqi,NO2value,O3_1Iaqi,O3_1value,O3_8Iaqi,O3_8value,PM10Iaqi,PM10value,PM2_5Iaqi,PM2_5value,Proposal,SO2Iaqi,SO2value,SubID,c0003_stcode,c0003_stname,pName,streetown,time
0,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,24,2376,"国控,省控,市控",,260,43,86,7,22,8,15,169,288,260,210,,17,50,1,370105,天桥区,济南四建,,/Date(1609657200000+0800)/
1,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,21,2052,"国控,省控,市控,街镇",,246,50,99,6,17,5,10,163,275,246,196,,12,36,2,370102,历下区,市监测站,建筑新村街道办事处,/Date(1609657200000+0800)/
2,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,25,2463,"国控,省控,市控,街镇",,252,44,88,6,19,6,11,162,274,252,202,,14,40,3,370112,历城区,省种子仓库,洪家楼街道办事处,/Date(1609657200000+0800)/
3,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,,,"国控,省控,市控,街镇",,0,,,,,,,,,,,,,,4,370104,槐荫区,机床二厂,南辛庄街道办事处,/Date(1609657200000+0800)/
4,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,23,2284,"国控,省控,市控,街镇",,227,58,116,5,13,5,9,140,229,227,177,,14,42,5,370103,市中区,科干所,十六里河街道办事处,/Date(1609657200000+0800)/
5,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,23,2201,"国控,省控,市控,街镇",,222,49,98,7,22,7,14,142,233,222,172,,11,32,6,370114,高新区,开发区,舜华路街道办事处,/Date(1609657200000+0800)/
6,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,23,2241,"国控,省控,市控,街镇",,244,49,98,6,17,6,11,166,281,244,194,,17,50,7,370104,槐荫区,农科所,匡山街道办事处,/Date(1609657200000+0800)/
7,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,20,1980,"国控,省控,市控,街镇",,224,43,85,8,24,8,15,147,243,224,174,,14,40,8,370113,长清区,长清党校,文昌街道办事处,/Date(1609657200000+0800)/
8,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,,,"省控,市控",,0,,,,,,,,,,,,,,362,370105,天桥区,北园街道,,/Date(1609657200000+0800)/
9,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,22,2191,"省控,市控",,238,57,113,7,20,8,15,149,248,238,188,,12,34,363,370103,市中区,山东鲁能,,/Date(1609657200000+0800)/
10,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,21,2028,"省控,市控,街镇",,224,52,103,7,21,9,17,146,242,224,174,,13,38,364,370102,历下区,经济学院,姚家街道办事处,/Date(1609657200000+0800)/
11,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,20,1967,"省控,市控",,203,46,92,8,23,8,15,130,210,203,153,,13,38,365,370114,高新区,东城逸家小学,,/Date(1609657200000+0800)/
12,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,21,2007,"省控,市控,街镇",,205,49,98,8,23,6,12,136,221,205,155,,11,33,366,370112,历城区,建工学院,港沟街道办事处,/Date(1609657200000+0800)/
13,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,23,2229,"省控,市控,街镇",,231,41,82,6,18,6,11,157,264,231,181,,18,53,368,370102,历下区,泉城广场,趵突泉街道办事处,/Date(1609657200000+0800)/
14,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,16,1568,"省控,市控",,92,17,33,20,63,25,50,81,111,92,68,,10,28,371,370100,济南,跑马岭,,/Date(1609657200000+0800)/
15,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,,,"省控,市控,街镇",,0,,,,,,,,,,,,,,9929,370181,章丘区,东山小学,双山街道办事处,/Date(1609657200000+0800)/
16,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,22,2127,"省控,市控",,220,45,90,8,25,10,20,147,243,220,170,,8,23,9930,370181,章丘区,章丘开发区,,/Date(1609657200000+0800)/
