,AirCOId,AirCOName,AirNO2Id,AirNO2Name,AirO3_1Id,AirO3_1Name,AirO3_8Id,AirO3_8Name,AirPM10Id,AirPM10Name,AirPM2_5Id,AirPM2_5Name,AirSO2Id,AirSO2Name,COIaqi,COvalue,KZJB,Level,MAXAQI,NO2Iaqi,NO2value,O3_1Iaqi,O3_1value,O3_8Iaqi,O3_8value,PM10Iaqi,PM10value,PM2_5Iaqi,PM2_5value,Proposal,SO2Iaqi,SO2value,SubID,c0003_stcode,c0003_stname,pName,streetown,time
0,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,6,528,"国控,省控,市控",,37,14,28,12,37,12,24,37,37,16,11,,5,15,1,370105,天桥区,济南四建,,/Date(1607907600000+0800)/
1,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,4,346,"国控,省控,市控,街镇",,31,17,34,11,35,18,36,31,31,12,8,,4,10,2,370102,历下区,市监测站,建筑新村街道办事处,/Date(1607907600000+0800)/
2,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,9,864,"国控,省控,市控,街镇",,27,14,27,11,33,17,33,27,27,25,17,,4,11,3,370112,历城区,省种子仓库,洪家楼街道办事处,/Date(1607907600000+0800)/
3,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,10,999,"国控,省控,市控,街镇",,51,25,49,9,26,12,24,51,51,35,24,,9,25,4,370104,槐荫区,机床二厂,南辛庄街道办事处,/Date(1607907600000+0800)/
4,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,8,726,"国控,省控,市控,街镇",,27,13,25,15,46,19,38,27,27,19,13,,4,12,5,370103,市中区,科干所,十六里河街道办事处,/Date(1607907600000+0800)/
5,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,8,777,"国控,省控,市控,街镇",,42,10,19,15,45,16,31,42,42,19,13,,4,12,6,370114,高新区,开发区,舜华路街道办事处,/Date(1607907600000+0800)/
6,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,8,752,"国控,省控,市控,街镇",,64,24,48,6,18,6,12,64,78,38,26,,8,22,7,370104,槐荫区,农科所,匡山街道办事处,/Date(1607907600000+0800)/
7,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,8,745,"国控,省控,市控,街镇",,48,12,24,8,25,9,17,48,48,32,22,,5,13,8,370113,长清区,长清党校,文昌街道办事处,/Date(1607907600000+0800)/
8,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,3,284,"省控,市控",,40,15,29,11,34,11,21,40,40,18,12,,5,13,362,370105,天桥区,北园街道,,/Date(1607907600000+0800)/
9,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,4,324,"省控,市控",,31,7,14,14,42,19,37,31,31,15,10,,2,6,363,370103,市中区,山东鲁能,,/Date(1607907600000+0800)/
10,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,8,715,"省控,市控,街镇",,19,11,21,19,58,25,50,17,17,9,6,,3,9,364,370102,历下区,经济学院,姚家街道办事处,/Date(1607907600000+0800)/
11,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,7,656,"省控,市控",,22,15,29,13,41,13,26,22,22,16,11,,5,14,365,370114,高新区,东城逸家小学,,/Date(1607907600000+0800)/
12,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,7,666,"省控,市控,街镇",,44,10,19,12,36,9,18,44,44,19,13,,5,13,366,370112,历城区,建工学院,港沟街道办事处,/Date(1607907600000+0800)/
13,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,4,330,"省控,市控,街镇",,39,15,29,12,38,17,34,39,39,19,13,,2,5,368,370102,历下区,泉城广场,趵突泉街道办事处,/Date(1607907600000+0800)/
14,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,3,288,"省控,市控",,19,3,6,19,60,26,52,15,15,5,3,,3,8,371,370100,济南,跑马岭,,/Date(1607907600000+0800)/
15,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,14,1388,"省控,市控,街镇",,36,13,25,15,48,13,26,36,36,20,14,,5,13,9929,370181,章丘区,东山小学,双山街道办事处,/Date(1607907600000+0800)/
16,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,10,917,"省控,市控",,45,10,20,11,34,6,12,45,45,32,22,,5,15,9930,370181,章丘区,章丘开发区,,/Date(1607907600000+0800)/
17,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,9,899,街镇,,53,11,21,13,40,16,31,48,48,53,37,,7,20,12110,370116,莱芜区,寨里镇,寨里镇,/Date(1607907600000+0800)/
18,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,8,729,街镇,,40,7,14,14,42,12,24,40,40,32,22,,22,64,12111,370116,莱芜区,牛泉镇,牛泉镇,/Date(1607907600000+0800)/
19,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,8,757,街镇,,62,12,23,11,34,9,18,62,73,62,44,,9,25,12112,370116,莱芜区,口镇街道办事处,口镇街道办事处,/Date(1607907600000+0800)/
20,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,9,880,街镇,,53,11,22,12,36,12,24,53,55,43,30,,9,26,12113,370116,莱芜区,苗山镇,苗山镇,/Date(1607907600000+0800)/
21,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,11,1015,街镇,,42,12,24,14,44,11,21,42,42,38,26,,7,19,12114,370116,莱芜区,高庄街道办事处,高庄街道办事处,/Date(1607907600000+0800)/
22,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,13,1266,街镇,,58,13,25,13,40,10,20,58,66,35,24,,12,34,12115,370117,钢城区,里辛街道办事处,里辛街道办事处,/Date(1607907600000+0800)/
23,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,23,2256,街镇,,69,17,34,10,29,7,14,69,87,60,43,,16,46,12116,370117,钢城区,颜庄街道办事处,颜庄街道办事处,/Date(1607907600000+0800)/
24,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,9,894,街镇,,34,5,10,15,45,12,24,34,34,15,10,,5,13,12117,370116,莱芜区,雪野街道办事处,雪野街道办事处,/Date(1607907600000+0800)/
25,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,,,市控,,61,14,27,,,,,61,71,35,24,,10,28,12118,370100,济南,莱钢,,/Date(1607907600000+0800)/
26,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,,,市控,,62,18,36,,,,,62,74,46,32,,3,8,12119,370100,济南,泰钢,,/Date(1607907600000+0800)/
27,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,,,市控,,60,13,25,,,,,60,69,55,39,,8,22,12120,370100,济南,九羊,,/Date(1607907600000+0800)/
