,AirCOId,AirCOName,AirNO2Id,AirNO2Name,AirO3_1Id,AirO3_1Name,AirO3_8Id,AirO3_8Name,AirPM10Id,AirPM10Name,AirPM2_5Id,AirPM2_5Name,AirSO2Id,AirSO2Name,COIaqi,COvalue,KZJB,Level,MAXAQI,NO2Iaqi,NO2value,O3_1Iaqi,O3_1value,O3_8Iaqi,O3_8value,PM10Iaqi,PM10value,PM2_5Iaqi,PM2_5value,Proposal,SO2Iaqi,SO2value,SubID,c0003_stcode,c0003_stname,pName,streetown,time
0,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,14,1338,"国控,省控,市控",,88,49,98,2,6,30,59,88,125,57,40,,7,19,1,370105,天桥区,济南四建,,/Date(1604916000000+0800)/
1,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,19,1828,"国控,省控,市控,街镇",,107,51,102,2,6,29,57,107,164,68,49,,5,14,2,370102,历下区,市监测站,建筑新村街道办事处,/Date(1604916000000+0800)/
2,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,14,1366,"国控,省控,市控,街镇",,91,47,93,2,5,29,58,91,132,48,33,,5,13,3,370112,历城区,省种子仓库,洪家楼街道办事处,/Date(1604916000000+0800)/
3,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,11,1028,"国控,省控,市控,街镇",,92,43,86,5,13,32,64,92,133,69,50,,4,12,4,370104,槐荫区,机床二厂,南辛庄街道办事处,/Date(1604916000000+0800)/
4,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,11,1018,"国控,省控,市控,街镇",,74,40,80,7,20,35,70,74,97,48,33,,6,16,5,370103,市中区,科干所,十六里河街道办事处,/Date(1604916000000+0800)/
5,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,13,1286,"国控,省控,市控,街镇",,93,55,109,2,5,26,52,93,136,50,35,,5,13,6,370114,高新区,开发区,舜华路街道办事处,/Date(1604916000000+0800)/
6,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,10,1000,"国控,省控,市控,街镇",,80,43,85,2,6,28,56,80,109,50,35,,5,14,7,370104,槐荫区,农科所,匡山街道办事处,/Date(1604916000000+0800)/
7,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,7,700,"国控,省控,市控,街镇",,84,29,57,14,43,36,72,84,118,60,43,,7,19,8,370113,长清区,长清党校,文昌街道办事处,/Date(1604916000000+0800)/
8,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,14,1325,"省控,市控",,126,48,96,3,7,27,53,126,201,70,51,,6,18,362,370105,天桥区,北园街道,,/Date(1604916000000+0800)/
9,106,一氧化碳,141,二氧化氮,108,臭氧,108,臭氧_8,107,PM10,601,PM2.5,101,二氧化硫,6,528,"省控,市控",,94,32,64,8,23,29,57,94,137,59,42,,4,10,363,370103,市中区,山东鲁能,,/Date(1604916000000+0800)/
